Part Number,Shaft Size d,Total Width,Static Load Rating,Dynamic Load Rating,Seal Type,Housing Construction,CAD,Series,Shaft Size d,Bearing Type,Bearing Number,Seal Type,Housing Construction,Alternate Part Name,Base to Center Height H,Total Length L,Total Width A,Bolt Hole Spacing J,Bolt Hole Width N,Bolt Hole Length N1,Foot Height H1,Total Height H2,Inside Ring Width B,Dimension S1,Dimension F,Static Load Rating,Dynamic Load Rating
SAS2 3/16,2 3/16 in,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,2 3/16 in,Ball Bearing,GYA203RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS2 3/16,63.5 mm/2.5 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,126.2 mm/4.969 in,46.6 mm/1.835 in,32 mm/1.26 in,69.8 mm/2.748 in,29200 N/6570 lbf,48100 N/10800 lbf
YASM2 3/16,2 3/16 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,GYM1203KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM2 3/16,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.26 mm/0.719 in,29.46 mm/1.16 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAK2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,GY1203KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK2 3/16,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19.1 mm,126.2 mm/4.969 in,55.55 mm/2.187 in,33.32 mm/1.312 in,69.77 mm/2.747 in,29200 N/6570 lbf,48100 N/10800 lbf
YAS2 3/16,2 3/16 in,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 3/16 in,Ball Bearing,GY1203KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS2 3/16,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,55.55 mm/2.187 in,33.32 mm/1.312 in,69.77 mm/2.747 in,29200 N/6570 lbf,48100 N/10800 lbf
YAK2 1/4 SGT,2 1/4 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,GY1204KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK2 1/4 SGT,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAS2 1/4 SGT,2 1/4 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,GY1204KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS2 1/4 SGT,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YASM2 1/4,2 1/4 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,GY1204KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM2 1/4,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.26 mm/0.719 in,29.46 mm/1.16 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAS2 1/4,2 1/4 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/4 in,Ball Bearing,GY1204KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS2 1/4,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAK2 7/16 SGT,2 7/16 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 7/16 in,Ball Bearing,GY1207KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK2 7/16 SGT,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAS2 7/16 SGT,2 7/16 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 7/16 in,Ball Bearing,GY1207KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS2 7/16 SGT,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YASM2 7/16,2 7/16 in,73.02 mm / 2.875 in,44000 N / 9890 lbf,69000 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 7/16 in,Ball Bearing,GYM1207KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM2 7/16,76.2 mm/3 in,266.7 mm/10-1/2 in,73.02 mm/2.875 in,203.2 mm/8 in,20.57 mm/0.81 in,35.05 mm/1.38 in,33.34 mm,153.99 mm/6.063 in,69.85 mm/2.75 in,42.84 mm/1.687 in,76.48 mm/3.011 in,44000 N/9890 lbf,69000 N/15500 lbf
YAK2 7/16,2 7/16 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 7/16 in,Ball Bearing,GY1207KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK2 7/16,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAS2 7/16,2 7/16 in,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 7/16 in,Ball Bearing,GY1207KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS2 7/16,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YASM2 1/2,2 1/2 in,73.02 mm / 2.875 in,44000 N / 9890 lbf,69000 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 1/2 in,Ball Bearing,GYM1208KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM2 1/2,76.2 mm/3 in,266.7 mm/10-1/2 in,73.02 mm/2.875 in,203.2 mm/8 in,20.57 mm/0.81 in,35.05 mm/1.38 in,33.34 mm,153.99 mm/6.063 in,69.85 mm/2.75 in,42.84 mm/1.687 in,76.48 mm/3.011 in,44000 N/9890 lbf,69000 N/15500 lbf
YAK2 11/16,2 11/16 in,73 mm / 2.874 in,44000 N / 9890 lbf,69000 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 11/16 in,Ball Bearing,GY1211KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK2 11/16,76.2 mm/3 in,266.7 mm/10-1/2 in,73 mm/2.874 in,203.2 mm/8 in,20.6 mm/0.811 in,34.9 mm/1.374 in,33.3 mm,154 mm/6.063 in,69.85 mm/2.75 in,42.84 mm/1.687 in,86.92 mm/3.422 in,44000 N/9890 lbf,69000 N/15500 lbf
YASM2 11/16,2 11/16 in,88.9 mm / 3.5 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 11/16 in,Ball Bearing,GYM1211KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM2 11/16,88.9 mm/3.5 in,330.2 mm/13 in,88.9 mm/3.5 in,228.6 mm/9 in,23.88 mm/0.94 in,50.08 mm/1.972 in,31.75 mm,177.8 mm/7 in,77.8 mm/3.063 in,44.45 mm/1.75 in,91.92 mm/3.619 in,44800 N/10100 lbf,68900 N/15500 lbf
YAK2 15/16,2 15/16 in,82.6 mm / 3.252 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 15/16 in,Ball Bearing,GY1215KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK2 15/16,84.14 mm/3.313 in,304.8 mm/12 in,82.6 mm/3.252 in,241.3 mm/9.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,38.1 mm,163.5 mm/6.437 in,77.8 mm/3.063 in,44.45 mm/1.75 in,91.92 mm/3.619 in,44800 N/10100 lbf,68900 N/15500 lbf
YAS2 15/16,2 15/16 in,69.4 mm / 2.732 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 15/16 in,Ball Bearing,GY1215KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS2 15/16,82.55 mm/3.25 in,269.9 mm/10.626 in,69.4 mm/2.732 in,215.9 mm/8.5 in,14.3 mm/0.563 in,34.9 mm/1.374 in,25.4 mm,164.3 mm/6.469 in,77.8 mm/3.063 in,44.45 mm/1.75 in,91.92 mm/3.619 in,44800 N/10100 lbf,68900 N/15500 lbf
YAS2 15/16 H,2 15/16 in,88.9 mm / 3.5 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 15/16 in,Ball Bearing,GY1215KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS2 15/16 H,88.4 mm/3.48 in,330.2 mm/13 in,88.9 mm/3.5 in,241.3 mm/9.5 in,23.8 mm/0.937 in,31.8 mm/1.252 in,31.8 mm,177.8 mm/7 in,77.8 mm/3.063 in,44.45 mm/1.75 in,91.92 mm/3.619 in,44800 N/10100 lbf,68900 N/15500 lbf
YASM2 15/16,2 15/16 in,88.9 mm / 3.5 in,54200 N / 12200 lbf,79400 N / 17900 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 15/16 in,Ball Bearing,GYM1215KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM2 15/16,88.9 mm/3.5 in,330.2 mm/13 in,88.9 mm/3.5 in,228.6 mm/9 in,23.88 mm/0.94 in,50.08 mm/1.972 in,31.75 mm,177.8 mm/7 in,77.8 mm/3.063 in,44.45 mm/1.75 in,91.92 mm/3.619 in,54200 N/12200 lbf,79400 N/17900 lbf
YAS2 15/16 SGT,2 15/16 in,69.85 mm / 2.75 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,2 15/16 in,Ball Bearing,GY1215KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS2 15/16 SGT,82.55 mm/3.25 in,269.9 mm/10.626 in,69.85 mm/2.75 in,215.9 mm/8.5 in,23.8 mm/0.937 in,31.8 mm/1.252 in,25.4 mm/1 in,164.3 mm/6.469 in,77.8 mm/3.063 in,44.48 mm/1.751 in,,44800 N/10100 lbf,68900 N/15500 lbf
YASM3,3 in,88.9 mm / 3.5 in,54200 N / 12200 lbf,79400 N / 17900 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,3 in,Ball Bearing,GYM1300KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM3,88.9 mm/3.5 in,330.2 mm/13 in,88.9 mm/3.5 in,228.6 mm/9 in,23.88 mm/0.94 in,50.08 mm/1.972 in,31.75 mm,177.8 mm/7 in,77.8 mm/3.063 in,44.45 mm/1.75 in,91.92 mm/3.619 in,54200 N/12200 lbf,79400 N/17900 lbf
YASM3 7/16,3 7/16 in,111.25 mm / 4.38 in,71500 N / 16100 lbf,106400 N / 23900 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,3 7/16 in,Ball Bearing,GYM1307KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM3 7/16,101.6 mm/4 in,381 mm/15 in,111.25 mm/4.38 in,282.7 mm/11.13 in,23.88 mm/0.94 in,60.45 mm/2.38 in,33.27 mm,209.55 mm/8.25 in,96 mm/3.781 in,55.7 mm/2.218 in,111.7 mm/4.3975 in,71500 N/16100 lbf,106400 N/23900 lbf
YASM3 15/16,3 15/16 in,114.3 mm / 4.5 in,104400 N / 23500 lbf,147500 N / 33200 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,3 15/16 in,Ball Bearing,GYM1315KRRB,Shroud Seal,Two-Bolt Pillow Block,YASM3 15/16,127 mm/5 in,431.8 mm/17 in,114.3 mm/4.5 in,336.55 mm/13.25 in,28.7 mm/1.13 in,63.5 mm/2.5 in,33.27 mm,254 mm/10 in,117.48 mm/4.6250 in,68.27 mm/2.687 in,131.35 mm/5.1709 in,104400 N/23500 lbf,147500 N/33200 lbf
YAK 17,17 mm,30.2 mm / 1.189 in,4700 N / 1070 lbf,10700 N / 2380 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,17 mm,Ball Bearing,GYE17KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK17,26.99 mm/1.063 in,123.8 mm/4.874 in,30.2 mm/1.189 in,92.1 mm/3.626 in,11.1 mm/0.437 in,22.2 mm/0.874 in,8.7 mm,53.2 mm/2.094 in,27.38 mm/1.078 in,15.88 mm/0.625 in,22.86 mm/0.9 in,4700 N/1070 lbf,10700 N/2380 lbf
SAK 17,17 mm,30.2 mm / 1.189 in,4700 N / 1070 lbf,10700 N / 2380 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,17 mm,Ball Bearing,GYAE17RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK17,26.99 mm/1.063 in,123.8 mm/4.874 in,30.2 mm/1.189 in,92.1 mm/3.626 in,11.1 mm/0.437 in,22.2 mm/0.874 in,8.7 mm,53.2 mm/2.094 in,23.8 mm/0.9370 in,15.85 mm/0.624 in,24.6 mm/0.969 in,4700 N/1070 lbf,10700 N/2380 lbf
YAS 17,17 mm,30.2 mm / 1.189 in,4700 N / 1070 lbf,10700 N / 2380 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,17 mm,Ball Bearing,GYE17KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS17,30.16 mm/1.187 in,123.8 mm/4.874 in,30.2 mm/1.189 in,92.1 mm/3.626 in,11.1 mm/0.437 in,22.2 mm/0.874 in,11.9 mm,56.4 mm/2.22 in,27.38 mm/1.078 in,15.88 mm/0.625 in,22.86 mm/0.9 in,4700 N/1070 lbf,10700 N/2380 lbf
SAS 17,17 mm,30.2 mm / 1.189 in,4700 N / 1070 lbf,10700 N / 2380 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,17 mm,Ball Bearing,GYAE17RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS17,30.16 mm/1.187 in,123.8 mm/4.874 in,30.2 mm/1.189 in,92.1 mm/3.626 in,11.1 mm/0.437 in,22.2 mm/0.874 in,11.9 mm,56.4 mm/2.22 in,23.8 mm/0.9370 in,15.85 mm/0.624 in,24.6 mm/0.969 in,4700 N/1070 lbf,10700 N/2380 lbf
YAK 20 SGT,20 mm,33.3 mm / 1.311 in,6500 N / 1460 lbf,14200 N / 3190 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,20 mm,Ball Bearing,GYE20KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK20 SGT,31.75 mm/1.25 in,127 mm/5 in,33.3 mm/1.311 in,96.4 mm/3.795 in,11.1 mm/0.437 in,20.2 mm/0.795 in,13.5 mm,64.3 mm/2.531 in,31.8 mm/1.252 in,19.1 mm/0.752 in,27.56 mm/1.085 in,6500 N/1460 lbf,14200 N/3190 lbf
SAK 20,20 mm,31.8 mm / 1.252 in,6500 N / 1460 lbf,14200 N / 3190 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,20 mm,Ball Bearing,GYAE20RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK20,31.75 mm/1.25 in,127 mm/5 in,31.8 mm/1.252 in,96 mm/3.78 in,11.1 mm/0.437 in,19.8 mm/0.78 in,11.9 mm,62.7 mm/2.469 in,27 mm/1.063 in,18.14 mm/0.714 in,29 mm/1.142 in,6500 N/1460 lbf,14200 N/3190 lbf
YAS 20 SGT,20 mm,33.3 mm / 1.311 in,6500 N / 1460 lbf,14200 N / 3190 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,20 mm,Ball Bearing,GYE20KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS20 SGT,33.34 mm/1.313 in,127 mm/5 in,33.3 mm/1.311 in,96.4 mm/3.795 in,11.1 mm/0.437 in,20.2 mm/0.795 in,15.1 mm,65.9 mm/2.594 in,31.8 mm/1.252 in,19.1 mm/0.752 in,27.56 mm/1.085 in,6500 N/1460 lbf,14200 N/3190 lbf
SAS 20,20 mm,31.8 mm / 1.252 in,6500 N / 1460 lbf,14200 N / 3190 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,20 mm,Ball Bearing,GYAE20RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS20,33.34 mm/1.313 in,127 mm/5 in,31.8 mm/1.252 in,96 mm/3.78 in,11.1 mm/0.437 in,19.8 mm/0.78 in,13.5 mm,64.3 mm/2.531 in,27 mm/1.063 in,18.14 mm/0.714 in,29 mm/1.142 in,6500 N/1460 lbf,14200 N/3190 lbf
YAK 20,20 mm,33.3 mm / 1.311 in,6500 N / 1460 lbf,14200 N / 3190 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,20 mm,Ball Bearing,GYE20KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK 20,31.75 mm/1.25 in,127 mm/5 in,33.3 mm/1.311 in,96.4 mm/3.795 in,11.1 mm/0.437 in,20.2 mm/0.795 in,13.5 mm,64.3 mm/2.531 in,31.8 mm/1.252 in,19.1 mm/0.752 in,27.56 mm/1.085 in,6500 N/1460 lbf,14200 N/3190 lbf
YAS 20,20 mm,33.3 mm / 1.311 in,6500 N / 1460 lbf,14200 N / 3190 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,20 mm,Ball Bearing,GYE20KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 20,33.34 mm/1.313 in,127 mm/5 in,33.3 mm/1.311 in,96.4 mm/3.795 in,11.1 mm/0.437 in,20.2 mm/0.795 in,15.1 mm,65.9 mm/2.594 in,31.8 mm/1.252 in,19.1 mm/0.752 in,27.56 mm/1.085 in,6500 N/1460 lbf,14200 N/3190 lbf
KAK 20 PS,20 mm,33.3 mm / 1.311 in,890 N / 200 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,20 mm,Ball Bearing,GKYE20RRB,Shroud Seal,Two-Bolt Pillow Block,KAK 20,31.75 mm/1.25 in,127 mm/5 in,33.3 mm/1.311 in,96 mm/3.781 in,11.1 mm/0.437 in,20.2 mm/0.795 in,13.5 mm,64.3 mm/2.531 in,25.15 mm/0.99 in,18.15 mm/0.714 in,28.51 mm/1.1225 in,890 N/200 lbf,
KAS 20 PS,20 mm,33.3 mm / 1.311 in,890 N / 200 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,20 mm,Ball Bearing,GKYE20RRB,Shroud Seal,Two-Bolt Pillow Block,KAS 20,33.34 mm/1.938 in,127 mm/5 in,33.3 mm/1.311 in,96 mm/3.781 in,11.1 mm/0.437 in,20.2 mm/0.795 in,13.5 mm,64.3 mm/2.531 in,25.15 mm/0.99 in,18.15 mm/0.714 in,28.51 mm/1.1225 in,890 N/200 lbf,
YAK 25 SGT,25 mm,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK25 SGT,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,70 mm/2.756 in,34.85 mm/1.372 in,20.56 mm/0.809 in,33.83 mm/1.332 in,7800 N/1750 lbf,15500 N/3490 lbf
SAK 25,25 mm,35.7 mm / 1.406 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,25 mm,Ball Bearing,GYAE25RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK25,33.34 mm/1.313 in,139.7 mm/5.5 in,35.7 mm/1.406 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,68 mm/2.677 in,28.2 mm/1.11 in,19.36 mm/0.762 in,33.7 mm/1.327 in,7800 N/1750 lbf,15500 N/3490 lbf
YAS 25 SGT,25 mm,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS25 SGT,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,34.85 mm/1.372 in,20.56 mm/0.809 in,33.83 mm/1.332 in,7800 N/1750 lbf,15500 N/3490 lbf
SAS 25,25 mm,35.7 mm / 1.406 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,25 mm,Ball Bearing,GYAE25RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS25,36.51 mm/1.437 in,139.7 mm/5.5 in,35.7 mm/1.406 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,71.4 mm/2.811 in,28.2 mm/1.11 in,19.36 mm/0.762 in,33.7 mm/1.327 in,7800 N/1750 lbf,15500 N/3490 lbf
YAK 25 PT SGT,25 mm,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB TDCF SGT,Shroud Seal,Two-Bolt Pillow Block,YAK 25 PT SGT,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,70 mm/2.756 in,34.85 mm/1.372 in,20.56 mm/0.809 in,33.83 mm/1.332 in,7800 N/1750 lbf,15500 N/3490 lbf
YAS 25 PT SGT,25 mm,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB TDCF SGT,Shroud Seal,Two-Bolt Pillow Block,YAS 25 PT SGT,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,34.85 mm/1.372 in,20.56 mm/0.809 in,33.83 mm/1.332 in,7800 N/1750 lbf,15500 N/3490 lbf
KAK 25 PS,25 mm,37.3 mm / 1.469 in,1067 N / 240 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,25 mm,Ball Bearing,GKYE25RRB,Shroud Seal,Two-Bolt Pillow Block,KAK 25,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.78 mm/4 1/8 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,70 mm/2.756 in,28.12 mm/1.107 in,20.62 mm/0.812 in,33.6 mm/1.323 in,1067 N/240 lbf,
KAS 25 PS,25 mm,37.3 mm / 1.469 in,1067 N / 240 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,25 mm,Ball Bearing,GKYE25RRB,Shroud Seal,Two-Bolt Pillow Block,KAS 25,36.51 mm/1.438 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.78 mm/4 1/8 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,70 mm/2.756 in,28.12 mm/1.107 in,20.62 mm/0.812 in,33.6 mm/1.323 in,1067 N/240 lbf,
YAS 25,25 mm,35.7 mm / 2.88 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 25,36.51 mm/1.437 in,139.7 mm/5.5 in,35.7 mm/2.88 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm/0.59 in,73 mm/2.874 in,34.171 mm/1.345 in,19.901 mm/0.784 in,,7800 N/1750 lbf,15500 N/3490 lbf
YAK 30 SGT,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GYE30KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK30 SGT,39.69 mm/1.563 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.8 mm/3.22 in,39.1 mm/1.539 in,23.24 mm/0.915 in,40.31 mm/1.5870 in,11300 N/2530 lbf,21600 N/4850 lbf
