,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,PDF_Page
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,94
7,TAAPH036K160SO,160mm ,23136,169.9            6.69,342.9             13.5,2309.0 / 6,441.4                 17.38,488.9            19.25,95.3            3.75,558.8              22.00,180.1             7.09,59.9            2.36,M2mm  41in.,189.1             7.45,99              3.90,14.0              0.57,197            7.74,131               289,23136,23136,23136,23136,23136,23136,23136,234
8,TAAPH036K605SO,6 5/16in. ,23136,169.9            6.69,342.9             13.5,2309.0 / 6,441.4                 17.38,488.9            19.25,95.3            3.75,558.8              22.00,180.1             7.09,59.9            2.36,M2mm  41in.,189.1             7.45,99              3.90,14.0              0.57,197            7.74,131               289,23136,23136,23136,23136,23136,23136,23136,234
9,TAAPH036K606SO,6 3/8in. ,23136,169.9            6.69,342.9             13.5,2309.0 / 6,441.4                 17.38,488.9            19.25,95.3            3.75,558.8              22.00,180.1             7.09,59.9            2.36,M2mm  41in.,189.1             7.45,99              3.90,14.0              0.57,197            7.74,131               289,23136,23136,23136,23136,23136,23136,23136,234
10,TAAPH036K607SO,6 7/16in. ,23136,169.9            6.69,342.9             13.5,2309.0 / 6,441.4                 17.38,488.9            19.25,95.3            3.75,558.8              22.00,180.1             7.09,59.9            2.36,M2mm  41in.,189.1             7.45,99              3.90,14.0              0.57,197            7.74,131               289,23136,23136,23136,23136,23136,23136,23136,234
11,TAAPH036K608SO,6 1/2in. ,23136,169.9            6.69,342.9             13.5,2309.0 / 6,441.4                 17.38,488.9            19.25,95.3            3.75,558.8              22.00,180.1             7.09,59.9            2.36,M2mm  41in.,189.1             7.45,99              3.90,14.0              0.57,197            7.74,131               289,23136,23136,23136,23136,23136,23136,23136,234
12,TAAPH038K170SO,170mm ,23138,169.9            6.69,355.6              14.00,2409.4 / 5,441.5                 17.38,488.9            19.25,95.2              3.75,558.8              22.00,196.2                  7.72,54.9           2.16,M2mm  41in.,203.0               7.99,105               4.13,15.3              0.60,208                8.17,145            319,23138,23138,23138,23138,23138,23138,23138,234
13,TAAPH038K613SO,6 13/16in. ,23138,169.9            6.69,355.6              14.00,2409.4 / 5,441.5                 17.38,488.9            19.25,95.2              3.75,558.8              22.00,196.2                  7.72,54.9           2.16,M2mm  41in.,203.0               7.99,105               4.13,15.3              0.60,208                8.17,145            319,23138,23138,23138,23138,23138,23138,23138,234
14,TAAPH038K614SO,6 7/8in. ,23138,169.9            6.69,355.6              14.00,2409.4 / 5,441.5                 17.38,488.9            19.25,95.2              3.75,558.8              22.00,196.2                  7.72,54.9           2.16,M2mm  41in.,203.0               7.99,105               4.13,15.3              0.60,208                8.17,145            319,23138,23138,23138,23138,23138,23138,23138,234
15,TAAPH038K615SO,6 15/16in. ,23138,169.9            6.69,355.6              14.00,2409.4 / 5,441.5                 17.38,488.9            19.25,95.2              3.75,558.8              22.00,196.2                  7.72,54.9           2.16,M2mm  41in.,203.0               7.99,105               4.13,15.3              0.60,208                8.17,145            319,23138,23138,23138,23138,23138,23138,23138,234
16,TAAPH034K700SO,7in. ,23138,169.9            6.69,355.6              14.00,2409.4 / 5,441.5                 17.38,488.9            19.25,95.2              3.75,558.8              22.00,196.2                  7.72,54.9           2.16,M2mm  41in.,203.0               7.99,105               4.13,15.3              0.60,208                8.17,145            319,23138,23138,23138,23138,23138,23138,23138,234
17,TAAPH040K180SO,180mm ,23140,179.3            7.06,380.5             14.98,250              9.84,492.3              19.38,549.4          21.63,107.0              4.25,628.6             24.75,206.2              8.12,49.3           1.94,M2mm  41in.,213.1                   8.39,110                   4.32,16.4              0.65,218                  8.57,182             401,23140,23140,23140,23140,23140,23140,23140,234
18,TAAPH040K702SO,7 1/8in. ,23140,179.3            7.06,380.5             14.98,250              9.84,492.3              19.38,549.4          21.63,107.0              4.25,628.6             24.75,206.2              8.12,49.3           1.94,M2mm  41in.,213.1                   8.39,110                   4.32,16.4              0.65,218                  8.57,182             401,23140,23140,23140,23140,23140,23140,23140,234
19,TAAPH040K703SO,7 3/16in. ,23140,179.3            7.06,380.5             14.98,250              9.84,492.3              19.38,549.4          21.63,107.0              4.25,628.6             24.75,206.2              8.12,49.3           1.94,M2mm  41in.,213.1                   8.39,110                   4.32,16.4              0.65,218                  8.57,182             401,23140,23140,23140,23140,23140,23140,23140,234
20,TAAPH040K704SO,7 1/4in. ,23140,179.3            7.06,380.5             14.98,250              9.84,492.3              19.38,549.4          21.63,107.0              4.25,628.6             24.75,206.2              8.12,49.3           1.94,M2mm  41in.,213.1                   8.39,110                   4.32,16.4              0.65,218                  8.57,182             401,23140,23140,23140,23140,23140,23140,23140,234
21,TAAPH044K200SO,200mm ,23144,200.1          7.88,513.1            20.20,280                   11.02,549.4               21.63,619.2            24.38,114.3         4.50,711.2              28.00,289.6                 11.40,85.1             3.35,M3mm  0         1 ¼in.,214.1              8.43,119              4.68,20.6              0.81,235          9.24,225            497,23144,23144,23144,23144,23144,23144,23144,234
22,TAAPH044K713SO,7 13/16in. ,23144,200.1          7.88,513.1            20.20,280                   11.02,549.4               21.63,619.2            24.38,114.3         4.50,711.2              28.00,289.6                 11.40,85.1             3.35,M3mm  0         1 ¼in.,214.1              8.43,119              4.68,20.6              0.81,235          9.24,225            497,23144,23144,23144,23144,23144,23144,23144,234
23,TAAPH044K714SO,7 7/8in. ,23144,200.1          7.88,513.1            20.20,280                   11.02,549.4               21.63,619.2            24.38,114.3         4.50,711.2              28.00,289.6                 11.40,85.1             3.35,M3mm  0         1 ¼in.,214.1              8.43,119              4.68,20.6              0.81,235          9.24,225            497,23144,23144,23144,23144,23144,23144,23144,234
24,,,23144,200.1          7.88,513.1            20.20,280                   11.02,549.4               21.63,619.2            24.38,114.3         4.50,711.2              28.00,289.6                 11.40,85.1             3.35,M3mm  0         1 ¼in.,214.1              8.43,119              4.68,20.6              0.81,235          9.24,225            497,23144,23144,23144,23144,23144,23144,23144,234
0,Bearing Part No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,E,F,G,H,J,L,M<s>T</s>,R<s>TT</s>,S<s>T</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,235
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,235
2,TAAPH056K260SO,260mm ,23156,250.9 9.88,522.0                 20.55,350                  13.78,666.7               26.25,749.3               29.50,139.7              5.50,869.0               34.25,236.2            9.30,71.1            2.80,M3mm  6         1 ½in.,256.8                    10.11,139                    5.46,20.2                    0.80,275                10.83,928,23156,23156,23156,23156,23156,23156,23156,235
3,TAAPH056K915SO,9 15/16in. ,23156,250.9 9.88,522.0                 20.55,350                  13.78,666.7               26.25,749.3               29.50,139.7              5.50,869.0               34.25,236.2            9.30,71.1            2.80,M3mm  6         1 ½in.,256.8                    10.11,139                    5.46,20.2                    0.80,275                10.83,928,23156,23156,23156,23156,23156,23156,23156,235
4,TAAPH056K1000SO,10in. ,23156,250.9 9.88,522.0                 20.55,350                  13.78,666.7               26.25,749.3               29.50,139.7              5.50,869.0               34.25,236.2            9.30,71.1            2.80,M3mm  6         1 ½in.,256.8                    10.11,139                    5.46,20.2                    0.80,275                10.83,928,23156,23156,23156,23156,23156,23156,23156,235
5,TAAPH056K1007SO,10 7/16in. ,23156,250.9 9.88,522.0                 20.55,350                  13.78,666.7               26.25,749.3               29.50,139.7              5.50,869.0               34.25,236.2            9.30,71.1            2.80,M3mm  6         1 ½in.,256.8                    10.11,139                    5.46,20.2                    0.80,275                10.83,928,23156,23156,23156,23156,23156,23156,23156,235
6,TAAPH056K1008SO,10 1/2in. ,23156,250.9 9.88,522.0                 20.55,350                  13.78,666.7               26.25,749.3               29.50,139.7              5.50,869.0               34.25,236.2            9.30,71.1            2.80,M3mm  6         1 ½in.,256.8                    10.11,139                    5.46,20.2                    0.80,275                10.83,928,23156,23156,23156,23156,23156,23156,23156,235
7,TAAPH060K280SO,280mm ,23160,304.8 / 12.00,595.9              23.46,380                    14.96,831.8         32.75,850.9     33.50,228.6          9.00,971.6             38.25,304.8           12.00,104.9        4.13,M4mm  2         1 5⁄8in.,297.9                11.73,146                 5.73,146                 5.73,287     11.29,1255,23160,23160,23160,23160,23160,23160,23160,235
8,TAAPH060K1015SO,10 15/16in. ,23160,304.8 / 12.00,595.9              23.46,380                    14.96,831.8         32.75,850.9     33.50,228.6          9.00,971.6             38.25,304.8           12.00,104.9        4.13,M4mm  2         1 5⁄8in.,297.9                11.73,146                 5.73,146                 5.73,287     11.29,1255,23160,23160,23160,23160,23160,23160,23160,235
9,TAAPH060K1100SO,11in. ,23160,304.8 / 12.00,595.9              23.46,380                    14.96,831.8         32.75,850.9     33.50,228.6          9.00,971.6             38.25,304.8           12.00,104.9        4.13,M4mm  2         1 5⁄8in.,297.9                11.73,146                 5.73,146                 5.73,287     11.29,1255,23160,23160,23160,23160,23160,23160,23160,235
10,TAAPH064K300SO,300mm ,23164,304.8 12.00,616.0            24.25,400                15.75,831.9              32.75,850.9       33.50,228.6           9.00,971.6            38.25,342.9           13.50,89.4              3.52,M4mm  2         1 5⁄8in.,327.1                 12.88,156                 6.13,19.8                 0.78,307         12.07,1362,23164,23164,23164,23164,23164,23164,23164,235
11,TAAPH064K1107SO,11 7/16in. ,23164,304.8 12.00,616.0            24.25,400                15.75,831.9              32.75,850.9       33.50,228.6           9.00,971.6            38.25,342.9           13.50,89.4              3.52,M4mm  2         1 5⁄8in.,327.1                 12.88,156                 6.13,19.8                 0.78,307         12.07,1362,23164,23164,23164,23164,23164,23164,23164,235
12,TAAPH064K1108SO,11 1/2in. ,23164,304.8 12.00,616.0            24.25,400                15.75,831.9              32.75,850.9       33.50,228.6           9.00,971.6            38.25,342.9           13.50,89.4              3.52,M4mm  2         1 5⁄8in.,327.1                 12.88,156                 6.13,19.8                 0.78,307         12.07,1362,23164,23164,23164,23164,23164,23164,23164,235
13,TAAPH064K1115SO,11 15/16in. ,23164,304.8 12.00,616.0            24.25,400                15.75,831.9              32.75,850.9       33.50,228.6           9.00,971.6            38.25,342.9           13.50,89.4              3.52,M4mm  2         1 5⁄8in.,327.1                 12.88,156                 6.13,19.8                 0.78,307         12.07,1362,23164,23164,23164,23164,23164,23164,23164,235
14,TAAPH064K1200SO,12in. ,23164,304.8 12.00,616.0            24.25,400                15.75,831.9              32.75,850.9       33.50,228.6           9.00,971.6            38.25,342.9           13.50,89.4              3.52,M4mm  2         1 5⁄8in.,327.1                 12.88,156                 6.13,19.8                 0.78,307         12.07,1362,23164,23164,23164,23164,23164,23164,23164,235
15,TAAPH068K320SO,320mm ,23168,304.8 12.00,645.6              25.42,440                17.32,812.8           32.00,850.9      33.50,254.0       10.00,990.6         39.00,349.3          13.75,64.3              2.53,M4mm  8         1 7⁄8in.,350.4               13.80,176              6.92,32.7              1.29,347           13.65,1564,23168,23168,23168,23168,23168,23168,23168,235
