,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,PDF_Page
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,94
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,98
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,98
2,QVPA13V203S / QVVPA13V203S,2 3/16in. ,22213,76.2 3.00,151.1 5.95,80.3 3.16,182.9 7.20,241.3 9.50,269.5 10.61,68.6 2.70,31.2 1.23,16mm   5/8in.,85.3 3.36,2.8 0.11,16.8 0.66,85.3 3.36,102.1 4.02,10.4 /  23,22213,22213,22213,22213,22213,22213,22213,98
3,QVPA13V204S / QVVPA13V204S,2 1/4in. ,22213,76.2 3.00,151.1 5.95,80.3 3.16,182.9 7.20,241.3 9.50,269.5 10.61,68.6 2.70,31.2 1.23,16mm   5/8in.,85.3 3.36,2.8 0.11,16.8 0.66,85.3 3.36,102.1 4.02,10.4 /  23,22213,22213,22213,22213,22213,22213,22213,98
4,QVPA13V055S / QVVPA13V055S,55mm ,22213,76.2 3.00,151.1 5.95,80.3 3.16,182.9 7.20,241.3 9.50,269.5 10.61,68.6 2.70,31.2 1.23,16mm   5/8in.,85.3 3.36,2.8 0.11,16.8 0.66,85.3 3.36,102.1 4.02,10.4 /  23,22213,22213,22213,22213,22213,22213,22213,98
5,QVPA15V060S / QVVPA15V060S,60mm ,22215,82.6 3.25,163.3 6.43,94.0 3.70,200.2 7.88,244.6 9.63,276.4 10.88,68.6 2.70,31.8 1.25,16mm   5/8in.,86.4 3.40,3.6 0.14,17.8 0.70,82.6 3.25,103.9 4.09,12.2 /  27,22215,22215,22215,22215,22215,22215,22215,98
6,QVPA15V207S / QVVPA15V207S,2 7/16in. ,22215,82.6 3.25,163.3 6.43,94.0 3.70,200.2 7.88,244.6 9.63,276.4 10.88,68.6 2.70,31.8 1.25,16mm   5/8in.,86.4 3.40,3.6 0.14,17.8 0.70,82.6 3.25,103.9 4.09,12.2 /  27,22215,22215,22215,22215,22215,22215,22215,98
7,QVPA15V208S / QVVPA15V208S,2 1/2in. ,22215,82.6 3.25,163.3 6.43,94.0 3.70,200.2 7.88,244.6 9.63,276.4 10.88,68.6 2.70,31.8 1.25,16mm   5/8in.,86.4 3.40,3.6 0.14,17.8 0.70,82.6 3.25,103.9 4.09,12.2 /  27,22215,22215,22215,22215,22215,22215,22215,98
8,QVPA15V065S / QVVPA15V065S,65mm ,22215,82.6 3.25,163.3 6.43,94.0 3.70,200.2 7.88,244.6 9.63,276.4 10.88,68.6 2.70,31.8 1.25,16mm   5/8in.,86.4 3.40,3.6 0.14,17.8 0.70,82.6 3.25,103.9 4.09,12.2 /  27,22215,22215,22215,22215,22215,22215,22215,98
9,QVPA16V211S / QVVPA16V211S,2 11/16in. ,22216,88.9 3.50,176.7 6.96,106.4 4.19,228.6 9.00,279.4 11.00,330.2 13.00,72.6 2.86,31.8 1.25,20mm   3/4in.,88.2 3.47,4.6 0.18,15.5 0.61,83.6 3.29,103.7 4.08,12.2 /  27,22216,22216,22216,22216,22216,22216,22216,98
10,QVPA16V212S / QVVPA16V212S,2 3/4in. ,22216,88.9 3.50,176.7 6.96,106.4 4.19,228.6 9.00,279.4 11.00,330.2 13.00,72.6 2.86,31.8 1.25,20mm   3/4in.,88.2 3.47,4.6 0.18,15.5 0.61,83.6 3.29,103.7 4.08,12.2 /  27,22216,22216,22216,22216,22216,22216,22216,98
11,QVPA16V070S / QVVPA16V070S,70mm ,22216,88.9 3.50,176.7 6.96,106.4 4.19,228.6 9.00,279.4 11.00,330.2 13.00,72.6 2.86,31.8 1.25,20mm   3/4in.,88.2 3.47,4.6 0.18,15.5 0.61,83.6 3.29,103.7 4.08,12.2 /  27,22216,22216,22216,22216,22216,22216,22216,98
12,QVPA17V211S / QVVPA17V211S,2 11/16in. ,22217,95.3 3.75,186 7.32,106.4 4.19,241.3 9.50,279.4 11.00,320.8 12.63,76.2 3.00,33.8 1.33,20mm   3/4in.,91.2 3.59,6.6 0.26,15.0 0.59,84.6 3.33,106.2 4.18,15.0 /  33,22217,22217,22217,22217,22217,22217,22217,98
13,QVPA17V212S / QVVPA17V212S,2 3/4in. ,22217,95.3 3.75,186 7.32,106.4 4.19,241.3 9.50,279.4 11.00,320.8 12.63,76.2 3.00,33.8 1.33,20mm   3/4in.,91.2 3.59,6.6 0.26,15.0 0.59,84.6 3.33,106.2 4.18,15.0 /  33,22217,22217,22217,22217,22217,22217,22217,98
14,QVPA17V070S / QVVPA17V070S,70mm ,22217,95.3 3.75,186 7.32,106.4 4.19,241.3 9.50,279.4 11.00,320.8 12.63,76.2 3.00,33.8 1.33,20mm   3/4in.,91.2 3.59,6.6 0.26,15.0 0.59,84.6 3.33,106.2 4.18,15.0 /  33,22217,22217,22217,22217,22217,22217,22217,98
15,QVPA17V215S / QVVPA17V215S,2 15/16in. ,22217,95.3 3.75,186 7.32,106.4 4.19,241.3 9.50,279.4 11.00,320.8 12.63,76.2 3.00,33.8 1.33,20mm   3/4in.,91.2 3.59,6.6 0.26,15.0 0.59,84.6 3.33,106.2 4.18,15.0 /  33,22217,22217,22217,22217,22217,22217,22217,98
16,QVPA17V300S / QVVPA17V300S,3in. ,22217,95.3 3.75,186 7.32,106.4 4.19,241.3 9.50,279.4 11.00,320.8 12.63,76.2 3.00,33.8 1.33,20mm   3/4in.,91.2 3.59,6.6 0.26,15.0 0.59,84.6 3.33,106.2 4.18,15.0 /  33,22217,22217,22217,22217,22217,22217,22217,98
17,QVPA17V075S / QVVPA17V075S,75mm ,22217,95.3 3.75,186 7.32,106.4 4.19,241.3 9.50,279.4 11.00,320.8 12.63,76.2 3.00,33.8 1.33,20mm   3/4in.,91.2 3.59,6.6 0.26,15.0 0.59,84.6 3.33,106.2 4.18,15.0 /  33,22217,22217,22217,22217,22217,22217,22217,98
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,99
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,99
2,QVPA19V303S / QVVPA19V303S,3 3/16in. ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
3,QVPA19V304S / QVVPA19V304S,3 1/4in. ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
4,QVPA20V080S / QVVPA20V080S,80mm ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
5,QVPA20V085S / QVVPA20V085S,85mm ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
6,QVPA20V307S / QVVPA20V307S,3 7/16in. ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
7,QVPA20V308S / QVVPA20V308S,3 1/2in. ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
8,QVPA20V090S / QVVPA20V090S,90mm ,22220,114.3 / 4.50,219.2 / 8.63,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,41.4 / 1.63,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,99
9,QVPA22V311S / QVVPA22V311S,3 11/16in. ,22222,125.5 4.94,240.5 9.47,139.7 5.50,317.5 12.50,368.3 14.50,406.4 16.00,100.6 3.96,50.8 2.00,24mm   7/8in.,115.6 4.55,8.7 0.34,15.0 0.59,104.9 4.13,130.3 5.13,38.1 /  84,22222,22222,22222,22222,22222,22222,22222,99
10,QVPA22V312S / QVVPA22V312S,3 3/4in. ,22222,125.5 4.94,240.5 9.47,139.7 5.50,317.5 12.50,368.3 14.50,406.4 16.00,100.6 3.96,50.8 2.00,24mm   7/8in.,115.6 4.55,8.7 0.34,15.0 0.59,104.9 4.13,130.3 5.13,38.1 /  84,22222,22222,22222,22222,22222,22222,22222,99
11,QVPA22V100S / QVVPA22V100S,100mm ,22222,125.5 4.94,240.5 9.47,139.7 5.50,317.5 12.50,368.3 14.50,406.4 16.00,100.6 3.96,50.8 2.00,24mm   7/8in.,115.6 4.55,8.7 0.34,15.0 0.59,104.9 4.13,130.3 5.13,38.1 /  84,22222,22222,22222,22222,22222,22222,22222,99
12,QVPA22V315S / QVVPA22V315S,3 15/16in. ,22222,125.5 4.94,240.5 9.47,139.7 5.50,317.5 12.50,368.3 14.50,406.4 16.00,100.6 3.96,50.8 2.00,24mm   7/8in.,115.6 4.55,8.7 0.34,15.0 0.59,104.9 4.13,130.3 5.13,38.1 /  84,22222,22222,22222,22222,22222,22222,22222,99
13,QVPA22V400S / QVVPA22V400S,4in. ,22222,125.5 4.94,240.5 9.47,139.7 5.50,317.5 12.50,368.3 14.50,406.4 16.00,100.6 3.96,50.8 2.00,24mm   7/8in.,115.6 4.55,8.7 0.34,15.0 0.59,104.9 4.13,130.3 5.13,38.1 /  84,22222,22222,22222,22222,22222,22222,22222,99
14,QVPA26V110S / QVVPA26V110S,110mm ,22226,152.4 / 6.00,284.0 / 11.18,174.8 / 6.88,162.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,51.8 / 2.04,24mm  1in.,143.2 / 5.64,6.0 / 0.24,35.2 / 1.39,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,99
15,QVPA26V407S / QVVPA26V407S,4 7/16in. ,22226,152.4 / 6.00,284.0 / 11.18,174.8 / 6.88,162.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,51.8 / 2.04,24mm  1in.,143.2 / 5.64,6.0 / 0.24,35.2 / 1.39,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,99
16,QVPA26V408S / QVVPA26V408S,4 1/2in. ,22226,152.4 / 6.00,284.0 / 11.18,174.8 / 6.88,162.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,51.8 / 2.04,24mm  1in.,143.2 / 5.64,6.0 / 0.24,35.2 / 1.39,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,99
17,QVPA26V115S / QVVPA26V115S,115mm ,22226,152.4 / 6.00,284.0 / 11.18,174.8 / 6.88,162.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,51.8 / 2.04,24mm  1in.,143.2 / 5.64,6.0 / 0.24,35.2 / 1.39,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,99
0,Bearing  Part No.<s>(1)(2)</s>,Shaft  Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,100
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,100
2,QVPN11V115S / QVVPN11V115S,1 15/16in. ,22211,69.9 / 2.75,135.4 / 5.33,75.9 / 2.99,165.1 / 6.50,221.0 / 8.70,251.0 / 9.88,60.5 / 2.38,31.8 / 1.25,16mm  5/8in.,81.3 / 3.20,1.5 / 0.06,20.8 / 0.82,79.8 / 3.14,102.1 / 4.02,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,100
3,QVPN11V200S / QVVPN11V200S,2in. ,22211,69.9 / 2.75,135.4 / 5.33,75.9 / 2.99,165.1 / 6.50,221.0 / 8.70,251.0 / 9.88,60.5 / 2.38,31.8 / 1.25,16mm  5/8in.,81.3 / 3.20,1.5 / 0.06,20.8 / 0.82,79.8 / 3.14,102.1 / 4.02,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,100
4,QVPN11V050S / QVVPN11V050S,50mm ,22211,69.9 / 2.75,135.4 / 5.33,75.9 / 2.99,165.1 / 6.50,221.0 / 8.70,251.0 / 9.88,60.5 / 2.38,31.8 / 1.25,16mm  5/8in.,81.3 / 3.20,1.5 / 0.06,20.8 / 0.82,79.8 / 3.14,102.1 / 4.02,7.7 / 17,22211,22211,22211,22211,22211,22211,22211,100
5,QVPN12V055S / QVVPN12V055S,55mm ,22212,70.0 / 2.76,140.5 / 5.53,80.0 / 3.15,177.8 / 7.00,219.2 / 8.63,254.0 / 10.00,60.5 / 2.38,31.8 / 1.25,16mm   5/8in.,81.3 / 3.20,1.5 / 0.06,20.8 / 0.82,79.8 / 3.14,102.1 / 4.02,9.1 / 20,22212,22212,22212,22212,22212,22212,22212,100
6,QVPN13V203S / QVVPN13V203S,2 3/16in. ,22213,80.0 / 3.15,154.9 / 6.10,80.3 / 3.16,182.9 / 7.20,241.3 / 9.50,269.5 / 10.61,68.6 / 2.70,35.1 / 1.38,16mm  5/8in.,85.3 / 3.36,0.00.0,16.8 / 0.66,85.3 / 3.36,102.1 / 4.02,10.4 / 23,22213,22213,22213,22213,22213,22213,22213,100
7,QVPN13V204S / QVVPN13V204S,2 1/4in. ,22213,80.0 / 3.15,154.9 / 6.10,80.3 / 3.16,182.9 / 7.20,241.3 / 9.50,269.5 / 10.61,68.6 / 2.70,35.1 / 1.38,16mm  5/8in.,85.3 / 3.36,0.00.0,16.8 / 0.66,85.3 / 3.36,102.1 / 4.02,10.4 / 23,22213,22213,22213,22213,22213,22213,22213,100
8,QVPN14V060S / QVVPN14V060S,60mm ,22214,80.0 / 3.15,157.5 / 6.20,94.0 / 3.70,195.6 / 7.70,235.0 / 9.25,275.0 / 10.83,74.0 / 2.91,35.1 / 1.38,16mm  5/8in.,89.0 / 3.50,6.6 / 0.26,15.0 / 0.59,81.0 / 3.19,104.0 / 4.09,10.4 / 23,22214,22214,22214,22214,22214,22214,22214,100
9,QVPN15V207S / QVVPN15V207S,2 7/16in. ,22215,80.0 / 3.15,160.8 / 6.33,94.0 / 3.70,200.2 / 7.88,244.6 / 9.63,276.4 / 10.88,68.6 / 2.70,29.2 / 1.15,16mm  5/8in.,86.4 / 3.40,3.6 / 0.14,17.8 / 0.70,82.6 / 3.25,103.9 / 4.09,12.2 / 27,22215,22215,22215,22215,22215,22215,22215,100
10,QVPN15V208S / QVVPN15V208S,2 1/2in. ,22215,80.0 / 3.15,160.8 / 6.33,94.0 / 3.70,200.2 / 7.88,244.6 / 9.63,276.4 / 10.88,68.6 / 2.70,29.2 / 1.15,16mm  5/8in.,86.4 / 3.40,3.6 / 0.14,17.8 / 0.70,82.6 / 3.25,103.9 / 4.09,12.2 / 27,22215,22215,22215,22215,22215,22215,22215,100
11,QVPN15V065S / QVVPN15V065S,65mm ,22215,80.0 / 3.15,160.8 / 6.33,94.0 / 3.70,200.2 / 7.88,244.6 / 9.63,276.4 / 10.88,68.6 / 2.70,29.2 / 1.15,16mm  5/8in.,86.4 / 3.40,3.6 / 0.14,17.8 / 0.70,82.6 / 3.25,103.9 / 4.09,12.2 / 27,22215,22215,22215,22215,22215,22215,22215,100
12,QVPN16V211S / QVVPN16V211S,2 11/16in. ,22216,95.0 / 3.74,180.3 / 7.10,106.4 / 4.19,235.0 / 9.25,266.7 / 10.50,315.0 / 12.40,72.6 / 2.86,31.8 / 1.25,20mm   3/4in.,89.4 / 3.52,4.6 / 0.18,16.8 / 0.66,83.6 / 3.29,106.0 / 4.17,13.6 / 30,22216,22216,22216,22216,22216,22216,22216,100
13,QVPN16V212S / QVVPN16V212S,2 3/4in. ,22216,95.0 / 3.74,180.3 / 7.10,106.4 / 4.19,235.0 / 9.25,266.7 / 10.50,315.0 / 12.40,72.6 / 2.86,31.8 / 1.25,20mm   3/4in.,89.4 / 3.52,4.6 / 0.18,16.8 / 0.66,83.6 / 3.29,106.0 / 4.17,13.6 / 30,22216,22216,22216,22216,22216,22216,22216,100
14,QVPN16V070S / QVVPN16V070S,70mm ,22216,95.0 / 3.74,180.3 / 7.10,106.4 / 4.19,235.0 / 9.25,266.7 / 10.50,315.0 / 12.40,72.6 / 2.86,31.8 / 1.25,20mm   3/4in.,89.4 / 3.52,4.6 / 0.18,16.8 / 0.66,83.6 / 3.29,106.0 / 4.17,13.6 / 30,22216,22216,22216,22216,22216,22216,22216,100
15,QVPN17V215S / QVVPN17V215S,2 15/16in. ,22217,95.3 / 3.75,185.9 / 7.32,106.4 / 4.19,241.3 / 9.50,279.4 / 11.00,320.8 / 12.63,76.2 / 3.00,33.8 / 1.33,20mm  3/4in.,91.2 / 3.59,6.6 / 0.26,15.0 / 0.59,84.6 / 3.33,106.2 / 4.18,15.0 / 33,22217,22217,22217,22217,22217,22217,22217,100
16,QVPN17V300S / QVVPN17V300S,3in. ,22217,95.3 / 3.75,185.9 / 7.32,106.4 / 4.19,241.3 / 9.50,279.4 / 11.00,320.8 / 12.63,76.2 / 3.00,33.8 / 1.33,20mm  3/4in.,91.2 / 3.59,6.6 / 0.26,15.0 / 0.59,84.6 / 3.33,106.2 / 4.18,15.0 / 33,22217,22217,22217,22217,22217,22217,22217,100
17,,,22217,95.3 / 3.75,185.9 / 7.32,106.4 / 4.19,241.3 / 9.50,279.4 / 11.00,320.8 / 12.63,76.2 / 3.00,33.8 / 1.33,20mm  3/4in.,91.2 / 3.59,6.6 / 0.26,15.0 / 0.59,84.6 / 3.33,106.2 / 4.18,15.0 / 33,22217,22217,22217,22217,22217,22217,22217,100
0,Bearing  Part No.<s>(1)(2)</s>,Shaft  Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,101
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,101
2,QVPN20V307S / QVVPN20V307S,3 7/16in. ,22220,112.0 / 4.41,216.9 / 8.54,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,38.9 / 1.53,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,101
3,QVPN20V308S / QVVPN20V308S,3 1/2in. ,22220,112.0 / 4.41,216.9 / 8.54,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,38.9 / 1.53,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,101
4,QVPN20V090S / QVVPN20V090S,90mm ,22220,112.0 / 4.41,216.9 / 8.54,124.5 / 4.90,276.4 / 10.88,333.5 / 13.13,374.7 / 14.75,86.9 / 3.42,38.9 / 1.53,24mm  7/8in.,102.4 / 4.03,6.8 / 0.27,15.5 / 0.61,95.3 / 3.75,117.6 / 4.63,29.5 / 65,22220,22220,22220,22220,22220,22220,22220,101
5,QVPN22V311S / QVVPN22V311S,3 11/16in. ,22222,125.5 / 4.94,240.5 / 9.47,139.7 / 5.50,317.5 / 12.50,368.3 / 14.50,406.4 / 16.00,100.6 / 3.96,50.8 / 2.00,24mm  7/8in.,115.6 / 4.55,8.7 / 0.34,15.0 / 0.59,104.9 / 4.13,130.3 / 5.13,38.1 / 84,22222,22222,22222,22222,22222,22222,22222,101
6,QVPN22V312S / QVVPN22V312S,3 3/4in. ,22222,125.5 / 4.94,240.5 / 9.47,139.7 / 5.50,317.5 / 12.50,368.3 / 14.50,406.4 / 16.00,100.6 / 3.96,50.8 / 2.00,24mm  7/8in.,115.6 / 4.55,8.7 / 0.34,15.0 / 0.59,104.9 / 4.13,130.3 / 5.13,38.1 / 84,22222,22222,22222,22222,22222,22222,22222,101
7,QVPN22V100S / QVVPN22V100S,100mm ,22222,125.5 / 4.94,240.5 / 9.47,139.7 / 5.50,317.5 / 12.50,368.3 / 14.50,406.4 / 16.00,100.6 / 3.96,50.8 / 2.00,24mm  7/8in.,115.6 / 4.55,8.7 / 0.34,15.0 / 0.59,104.9 / 4.13,130.3 / 5.13,38.1 / 84,22222,22222,22222,22222,22222,22222,22222,101
8,QVPN22V315S / QVVPN22V315S,3 15/16in. ,22222,125.5 / 4.94,240.5 / 9.47,139.7 / 5.50,317.5 / 12.50,368.3 / 14.50,406.4 / 16.00,100.6 / 3.96,50.8 / 2.00,24mm  7/8in.,115.6 / 4.55,8.7 / 0.34,15.0 / 0.59,104.9 / 4.13,130.3 / 5.13,38.1 / 84,22222,22222,22222,22222,22222,22222,22222,101
9,QVPN22V400S / QVVPN22V400S,4in. ,22222,125.5 / 4.94,240.5 / 9.47,139.7 / 5.50,317.5 / 12.50,368.3 / 14.50,406.4 / 16.00,100.6 / 3.96,50.8 / 2.00,24mm  7/8in.,115.6 / 4.55,8.7 / 0.34,15.0 / 0.59,104.9 / 4.13,130.3 / 5.13,38.1 / 84,22222,22222,22222,22222,22222,22222,22222,101
10,QVPN24V110S / QVVPN24V110S,110mm ,22224,140.0 / 5.51,262.9 / 10.35,174.8 / 6.88,344.4 / 13.56,355.6 / 14.00,409.7 / 16.13,97.8 / 3.85,50.8 / 2.00,24mm   7/8in.,138.2 / 5.44,9.8 / 0.38,40.4 / 1.59,147.8 / 5.82,178.3 / 7.02,49.9 / 110,22224,22224,22224,22224,22224,22224,22224,101
11,QVPN26V407S / QVVPN26V407S,4 7/16in. ,22226,150.0 / 5.91,281.7 / 11.09,174.8 / 6.88,362.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,49.3 / 1.94,24mm  1in.,153.2 / 6.03,6.0 / 0.24,25.1 / 0.99,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,101
12,QVPN26V408S / QVVPN26V408S,4 1/2in. ,22226,150.0 / 5.91,281.7 / 11.09,174.8 / 6.88,362.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,49.3 / 1.94,24mm  1in.,153.2 / 6.03,6.0 / 0.24,25.1 / 0.99,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,101
13,QVPN26V115S / QVVPN26V115S,115mm ,22226,150.0 / 5.91,281.7 / 11.09,174.8 / 6.88,362.0 / 14.25,400.1 / 15.75,444.5 / 17.50,128.0 / 5.04,49.3 / 1.94,24mm  1in.,153.2 / 6.03,6.0 / 0.24,25.1 / 0.99,147.8 / 5.82,178.3 / 7.02,61.7 / 136,22226,22226,22226,22226,22226,22226,22226,101
14,QVPN28V125S / QVVPN28V125S,125mm ,22228,150.0 / 5.91,394.9 / 11.61,190.0 / 7.48,384.3 / 15.13,441.5 / 17.38,423.9 / 16.69,108.0 / 4.25,49.5 / 1.95,30mm  1 1/4in.,132.0 / 5.20,4.7 / 0.18,46.5 / 1.83,147.8 / 5.82,178.3 / 7.02,63.0 / 138,22228,22228,22228,22228,22228,22228,22228,101
15,QVPN28V415S / QVVPN28V415S,4 15/16in. ,22228,150.0 / 5.91,394.9 / 11.61,190.0 / 7.48,384.3 / 15.13,441.5 / 17.38,423.9 / 16.69,108.0 / 4.25,49.5 / 1.95,30mm  1 1/4in.,132.0 / 5.20,4.7 / 0.18,46.5 / 1.83,147.8 / 5.82,178.3 / 7.02,63.0 / 138,22228,22228,22228,22228,22228,22228,22228,101
16,QVPN28V500S / QVVPN28V500S,5in. ,22228,150.0 / 5.91,394.9 / 11.61,190.0 / 7.48,384.3 / 15.13,441.5 / 17.38,423.9 / 16.69,108.0 / 4.25,49.5 / 1.95,30mm  1 1/4in.,132.0 / 5.20,4.7 / 0.18,46.5 / 1.83,147.8 / 5.82,178.3 / 7.02,63.0 / 138,22228,22228,22228,22228,22228,22228,22228,101
17,,,22228,150.0 / 5.91,394.9 / 11.61,190.0 / 7.48,384.3 / 15.13,441.5 / 17.38,423.9 / 16.69,108.0 / 4.25,49.5 / 1.95,30mm  1 1/4in.,132.0 / 5.20,4.7 / 0.18,46.5 / 1.83,147.8 / 5.82,178.3 / 7.02,63.0 / 138,22228,22228,22228,22228,22228,22228,22228,101
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,102
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,,,102
2,QVVSN11V115S,1 15/16in. ,22211,702.76,1365.3 / 5,762.99,1837.2 / 0,2168.5 / 0,25410.0 / 0,682.68,250.98,16mm  5/8in.,853.35,5.3 / 0.21,170.67,79.8 / 3.14,1024.0 / 2,8.4 / 18,22211,22211,22211,22211,22211,22211,22211,102
