Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC,Dimension K
LSE411BRHSFS,4.6875 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.6875 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE411BR,LSE411HR,S08,LSE411BRH,013992058980,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE412BXHS,4.7500 in,Felt Type ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4.7500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BX,LSE412HX,S08,LSE412BXH,013992026965,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE412BRHS,4.7500 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.7500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BR,LSE412HR,S08,LSE412BRH,013992026958,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE412BXHSKPS,4.7500 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4.7500 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BX,LSE412HX,S08,LSE412BXHKPS,013992026965,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992091635,4.7 in/120 mm
LSE412BRHSKPS,4.7500 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.7500 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BR,LSE412HR,S08,LSE412BRHKPS,013992026958,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992091338,4.7 in/120 mm
LSE412BXHSRSS,4.7500 in,Viton Single Lip ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4.7500 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BX,LSE412HX,S08,LSE412BXHRSS,013992026965,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992091680,4.7 in/120 mm
LSE412BRHSRSS,4.7500 in,Viton Single Lip ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.7500 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BR,LSE412HR,S08,LSE412BRHRSS,013992026958,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992091383,4.7 in/120 mm
LSE412BXHSHTPS,4.7500 in,High Temperature Packing ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4.7500 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BX,LSE412HX,S08,LSE412BXHHTPS,013992026965,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992091581,4.7 in/120 mm
LSE412BRHSHTPS,4.7500 in,High Temperature Packing ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.7500 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BR,LSE412HR,S08,LSE412BRHHTPS,013992026958,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992091284,4.7 in/120 mm
LSE412BXHSATL,4.7500 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4.7500 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BX,LS8HXTL,S08,,,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/156 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE412BRHSATL,4.7500 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.7500 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BR,LS8HRTL,S08,,,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/156 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE412BXHSFS,4.7500 in,Felt Type ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4.7500 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BX,LSE412HX,S08,LSE412BXH,013992026965,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE412BRHSFS,4.7500 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4.7500 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE412BR,LSE412HR,S08,LSE412BRH,013992026958,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE415BXHS,4 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4 15/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BX,LSE415HX,S08,LSE415BXH,013992027047,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE415BRHS,4 15/16 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4 15/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BR,LSE415HR,S08,LSE415BRH,013992027030,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE415BXHSKPS,4 15/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4 15/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BX,LSE415HX,S08,LSE415BXHKPS,013992027047,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992092687,4.7 in/120 mm
LSE415BRHSKPS,4 15/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4 15/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BR,LSE415HR,S08,LSE415BRHKPS,013992027030,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992092083,4.7 in/120 mm
LSE415BXHSRSS,4 15/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4 15/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BX,LSE415HX,S08,LSE415BXHRSS,013992027047,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992092731,4.7 in/120 mm
LSE415BRHSRSS,4 15/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4 15/16 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BR,LSE415HR,S08,LSE415BRHRSS,013992027030,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992092137,4.7 in/120 mm
LSE415BXHSHTPS,4 15/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4 15/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BX,LSE415HX,S08,LSE415BXHHTPS,013992027047,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992092632,4.7 in/120 mm
LSE415BRHSHTPS,4 15/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4 15/16 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BR,LSE415HR,S08,LSE415BRHHTPS,013992027030,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992092038,4.7 in/120 mm
LSE415BXHSATL,4 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4 15/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BX,LS8HXTL,S08,,,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/156 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE415BRHSATL,4 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4 15/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BR,LS8HRTL,S08,,,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/156 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE415BXHSFS,4 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,4 15/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BX,LSE415HX,S08,LSE415BXH,013992027047,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE415BRHSFS,4 15/16 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,4 15/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE415BR,LSE415HR,S08,LSE415BRH,013992027030,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE500BXHS,5 in,Felt Type ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,5 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BX,LSE500HX,S08,LSE500BXH,013992027139,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE500BRHS,5 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,5 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BR,LSE500HR,S08,LSE500BRH,013992027122,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE500BXHSKPS,5 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,5 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BX,LSE500HX,S08,LSE500BXHKPS,013992027139,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992093981,4.7 in/120 mm
LSE500BRHSKPS,5 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,5 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BR,LSE500HR,S08,LSE500BRHKPS,013992027122,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992093233,4.7 in/120 mm
LSE500BXHSRSS,5 in,Viton Single Lip ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,5 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BX,LSE500HX,S08,LSE500BXHRSS,013992027139,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992094032,4.7 in/120 mm
LSE500BRHSRSS,5 in,Viton Single Lip ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,5 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BR,LSE500HR,S08,LSE500BRHRSS,013992027122,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992093288,4.7 in/120 mm
LSE500BXHSHTPS,5 in,High Temperature Packing ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,5 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BX,LSE500HX,S08,LSE500BXHHTPS,013992027139,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992093936,4.7 in/120 mm
LSE500BRHSHTPS,5 in,High Temperature Packing ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,5 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BR,LSE500HR,S08,LSE500BRHHTPS,013992027122,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,013992093189,4.7 in/120 mm
LSE500BXHSATL,5 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,5 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BX,LS8HXTL,S08,,,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/156 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE500BRHSATL,5 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,5 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BR,LS8HRTL,S08,,,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/156 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
LSE500BXHSFS,5 in,Felt Type ,Split Cylindrical Expansion Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,,1740 rpm,,5 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BX,LSE500HX,S08,LSE500BXH,013992027139,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,4.7 in/120 mm
LSE500BRHSFS,5 in,Felt Type ,Split Cylindrical Retained Type ,81606 lbf / 363000 N,111505 lbf / 496000 N,4990.69 lbf / 22200 N,1740 rpm,,5 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,4 x M24,LSE500BR,LSE500HR,S08,LSE500BRH,013992027122,6.378 in/162 mm,1.5 in/38 mm,14.6 in/372 mm,17.7 in/450 mm,20 in/508 mm,7 in/178 mm,6.1 in/154 mm,81606 lbf/363000 N,111505 lbf/496000 N,1740 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",4990.69 lbf/22200 N,,4.7 in/120 mm
