Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing UPC,Dimension H,Dimension H2,Dimension J1,Dimension J2,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Dimension K
LSE708BRHSAFQHTPS,7.5 in,High Temperature Packing ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BR,LSE708HR,SAFQ13,013992027542,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BXHSAFQATL,7.5 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BX,LS13HXTL,SAFQ13,013992027559,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BRHSAFQATL,7.5 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BR,LS13HRTL,SAFQ13,013992027542,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BXHSAFQFS,7.5 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BX,LSE708HX,SAFQ13,013992027559,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE708BRHSAFQFS,7.5 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.5 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE708BR,LSE708HR,SAFQ13,013992027542,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BXHSAFQ,7.9375 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BX,LSE715HX,SAFQ13,013992027573,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BRHSAFQ,7.9375 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BR,LSE715HR,SAFQ13,013992027566,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BXHSAFQKPS,7.9375 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BX,LSE715HX,SAFQ13,013992027573,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BRHSAFQKPS,7.9375 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BR,LSE715HR,SAFQ13,013992027566,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BXHSAFQRSS,7.9375 in,Viton Single Lip ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BX,LSE715HX,SAFQ13,013992027573,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BRHSAFQRSS,7.9375 in,Viton Single Lip ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BR,LSE715HR,SAFQ13,013992027566,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BXHSAFQHTPS,7.9375 in,High Temperature Packing ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BX,LSE715HX,SAFQ13,013992027573,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BRHSAFQHTPS,7.9375 in,High Temperature Packing ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BR,LSE715HR,SAFQ13,013992027566,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BXHSAFQATL,7.9375 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BX,LS13HXTL,SAFQ13,013992027573,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BRHSAFQATL,7.9375 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BR,LS13HRTL,SAFQ13,013992027566,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BXHSAFQFS,7.9375 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BX,LSE715HX,SAFQ13,013992027573,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE715BRHSAFQFS,7.9375 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,7.9375 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE715BR,LSE715HR,SAFQ13,013992027566,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BXHSAFQ,8 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BX,LSE800HX,SAFQ13,013992027597,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BRHSAFQ,8 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BR,LSE800HR,SAFQ13,013992027580,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BXHSAFQKPS,8 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BX,LSE800HX,SAFQ13,013992027597,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BRHSAFQKPS,8 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BR,LSE800HR,SAFQ13,013992027580,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BXHSAFQRSS,8 in,Viton Single Lip ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BX,LSE800HX,SAFQ13,013992027597,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BRHSAFQRSS,8 in,Viton Single Lip ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BR,LSE800HR,SAFQ13,013992027580,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BXHSAFQHTPS,8 in,High Temperature Packing ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BX,LSE800HX,SAFQ13,013992027597,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BRHSAFQHTPS,8 in,High Temperature Packing ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BR,LSE800HR,SAFQ13,013992027580,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BXHSAFQATL,8 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BX,LS13HXTL,SAFQ13,013992027597,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BRHSAFQATL,8 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BR,LS13HRTL,SAFQ13,013992027580,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,7.9 in/200 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BXHSAFQFS,8 in,Felt Type ,Split Cylindrical Expansion Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BX,LSE800HX,SAFQ13,013992027597,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSE800BRHSAFQFS,8 in,Felt Type ,Split Cylindrical Retained Type ,136576 lbf / 607000 N,222676 lbf / 989700 N,1070 rpm,,8 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1-1/4""",LSE800BR,LSE800HR,SAFQ13,013992027580,8-1/4 in,17.7 in,25 in,22-1/2 in,29-3/8 in,8 in,6.8 in/172 mm,136576 lbf/607000 N,222676 lbf/989700 N,1070 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",5 in
LSM40BXHSAFQA,40 mm,Felt Type ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BX,LSM40HX,SAFQ01-2B,013992029744,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BRHSAFQA,40 mm,Felt Type ,Split Cylindrical Retained Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BR,LSM40HR,SAFQ01-2B,013992029737,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BXHSAFQAKPS,40 mm,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BX,LSM40HX,SAFQ01-2B,013992029744,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BRHSAFQAKPS,40 mm,Kevlar Packing Seal ,Split Cylindrical Retained Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BR,LSM40HR,SAFQ01-2B,013992029737,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BXHSAFQARSS,40 mm,Viton Single Lip ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BX,LSM40HX,SAFQ01-2B,013992029744,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BRHSAFQARSS,40 mm,Viton Single Lip ,Split Cylindrical Retained Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BR,LSM40HR,SAFQ01-2B,013992029737,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BXHSAFQAHTPS,40 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BX,LSM40HX,SAFQ01-2B,013992029744,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BRHSAFQAHTPS,40 mm,High Temperature Packing ,Split Cylindrical Retained Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BR,LSM40HR,SAFQ01-2B,013992029737,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BXHSAFQAATL,40 mm,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BX,LS1HXTL,SAFQ01-2B,013992029744,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.4 in/86 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BRHSAFQAATL,40 mm,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BR,LS1HRTL,SAFQ01-2B,013992029737,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.4 in/86 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSM40BXHSAFQAFS,40 mm,Felt Type ,Split Cylindrical Expansion Type ,14296 lbf / 63500 N,14724 lbf / 65400 N,5400 rpm,,40 mm,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 1/2""",LSM40BX,LSM40HX,SAFQ01-2B,013992029744,2-1/4 in,5.2 in,7 in,6-1/4 in,8-1/4 in,2-3/16 in,3.3 in/84 mm,14296 lbf/63500 N,14724 lbf/65400 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
