Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC
LSE312BRHSHTPS,3 3/4 in,High Temperature Packing ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 3/4 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE312BR'],['LSE312HR'],['S06'],['LSE312BRHHTPS'],['013992026477'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992082282']
LSE312BXHSATL,3 3/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 3/4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE312BX'],['LS6HXTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE312BRHSATL,3 3/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 3/4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE312BR'],['LS6HRTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE312BXHSFS,3 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 3/4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE312BX'],['LSE312HX'],['S06'],['LSE312BXH'],['013992026484'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE312BRHSFS,3 3/4 in,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 3/4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE312BR'],['LSE312HR'],['S06'],['LSE312BRH'],['013992026477'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSM100BXHS,100 mm,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['100 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BX'],['LSM100HX'],['S06'],['LSM100BXH'],['013992027726'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM100BRHS,100 mm,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['100 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BR'],['LSM100HR'],['S06'],['LSM100BRH'],['013992027702'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSM100BXHSKPS,100 mm,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['100 mm'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BX'],['LSM100HX'],['S06'],['LSM100BXHKPS'],['013992027726'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992069948']
LSM100BRHSKPS,100 mm,Kevlar Packing Seal ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['100 mm'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BR'],['LSM100HR'],['S06'],['LSM100BRHKPS'],['013992027702'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992069344']
LSM100BXHSRSS,100 mm,Viton Single Lip ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['100 mm'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BX'],['LSM100HX'],['S06'],['LSM100BXHRSS'],['013992027726'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992069993']
LSM100BRHSRSS,100 mm,Viton Single Lip ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['100 mm'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BR'],['LSM100HR'],['S06'],['LSM100BRHRSS'],['013992027702'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992069399']
LSM100BXHSHTPS,100 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['100 mm'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BX'],['LSM100HX'],['S06'],['LSM100BXHHTPS'],['013992027726'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992069894']
LSM100BRHSHTPS,100 mm,High Temperature Packing ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['100 mm'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BR'],['LSM100HR'],['S06'],['LSM100BRHHTPS'],['013992027702'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992069290']
LSM100BXHSATL,100 mm,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['100 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BX'],['LS6HXTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM100BRHSATL,100 mm,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['100 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BR'],['LS6HRTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSM100BXHSFS,100 mm,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['100 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BX'],['LSM100HX'],['S06'],['LSM100BXH'],['013992027726'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM100BRHSFS,100 mm,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['100 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSM100BR'],['LSM100HR'],['S06'],['LSM100BRH'],['013992027702'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE315BXHS,3 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 15/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BX'],['LSE315HX'],['S06'],['LSE315BXH'],['013992026552'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE315BRHS,3 15/16 in,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 15/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BR'],['LSE315HR'],['S06'],['LSE315BRH'],['013992026545'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE315BXHSKPS,3 15/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 15/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BX'],['LSE315HX'],['S06'],['LSE315BXHKPS'],['013992026552'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992083982']
LSE315BRHSKPS,3 15/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 15/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BR'],['LSE315HR'],['S06'],['LSE315BRHKPS'],['013992026545'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992083234']
LSE315BXHSRSS,3 15/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 15/16 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BX'],['LSE315HX'],['S06'],['LSE315BXHRSS'],['013992026552'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992084033']
LSE315BRHSRSS,3 15/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 15/16 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BR'],['LSE315HR'],['S06'],['LSE315BRHRSS'],['013992026545'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992083289']
LSE315BXHSHTPS,3 15/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 15/16 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BX'],['LSE315HX'],['S06'],['LSE315BXHHTPS'],['013992026552'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992083937']
LSE315BRHSHTPS,3 15/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 15/16 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BR'],['LSE315HR'],['S06'],['LSE315BRHHTPS'],['013992026545'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992083180']
LSE315BXHSATL,3 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 15/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BX'],['LS6HXTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE315BRHSATL,3 15/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 15/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BR'],['LS6HRTL'],['S06'],,,"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.3 in', '134 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE315BXHSFS,3 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['3 15/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BX'],['LSE315HX'],['S06'],['LSE315BXH'],['013992026552'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE315BRHSFS,3 15/16 in,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['3 15/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE315BR'],['LSE315HR'],['S06'],['LSE315BRH'],['013992026545'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE400BXHS,4 in,Felt Type ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BX'],['LSE400HX'],['S06'],['LSE400BXH'],['013992026620'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE400BRHS,4 in,Felt Type ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BR'],['LSE400HR'],['S06'],['LSE400BRH'],['013992026613'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",
LSE400BXHSKPS,4 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,,2340 rpm,,['4 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BX'],['LSE400HX'],['S06'],['LSE400BXHKPS'],['013992026620'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992085481']
LSE400BRHSKPS,4 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,64745 lbf / 288000 N,82280 lbf / 366000 N,3596.90 lbf / 16000 N,2340 rpm,,['4 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M24'],['LSE400BR'],['LSE400HR'],['S06'],['LSE400BRHKPS'],['013992026613'],"['4.921 in', '125 mm']","['2 in', '52 mm']","['10.7 in', '272 mm']","['13.9 in', '354 mm']","['16.5 in', '420 mm']","['4 in', '102 mm']","['5.2 in', '132 mm']","['64745 lbf', '288000 N']","['82280 lbf', '366000 N']",['2340 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['3596.90 lbf', '16000 N']",['013992084736']
