Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC
LSM35BXHSHTPS,35 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['35 mm'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSM35BX'],['LSM35HX'],['S01'],['LSM35BXHHTPS'],['013992029638'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992091642']
LSM35BRHSHTPS,35 mm,High Temperature Packing ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['35 mm'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSM35BR'],['LSM35HR'],['S01'],['LSM35BRHHTPS'],['013992029621'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992091192']
LSM35BXHSATL,35 mm,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['35 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSM35BX'],['LS1HXTL'],['S01'],,,"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.4 in', '86 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM35BRHSATL,35 mm,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['35 mm'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSM35BR'],['LS1HRTL'],['S01'],,,"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.4 in', '86 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSM35BXHSFS,35 mm,Felt Type ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['35 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSM35BX'],['LSM35HX'],['S01'],['LSM35BXH'],['013992029638'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM35BRHSFS,35 mm,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['35 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSM35BR'],['LSM35HR'],['S01'],['LSM35BRH'],['013992029621'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSE107BXHS,1 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 7/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BX'],['LSE107HX'],['S01'],['LSE107BXH'],['013992025371'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE107BRHS,1 7/16 in,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 7/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BR'],['LSE107HR'],['S01'],['LSE107BRH'],['013992025364'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSE107BXHSKPS,1 7/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 7/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BX'],['LSE107HX'],['S01'],['LSE107BXHKPS'],['013992025371'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992088673']
LSE107BRHSKPS,1 7/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 7/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BR'],['LSE107HR'],['S01'],['LSE107BRHKPS'],['013992025364'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992088222']
LSE107BXHSRSS,1 7/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 7/16 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BX'],['LSE107HX'],['S01'],['LSE107BXHRSS'],['013992025371'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992088727']
LSE107BRHSRSS,1 7/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 7/16 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BR'],['LSE107HR'],['S01'],['LSE107BRHRSS'],['013992025364'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992088277']
LSE107BXHSHTPS,1 7/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 7/16 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BX'],['LSE107HX'],['S01'],['LSE107BXHHTPS'],['013992025371'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992088628']
LSE107BRHSHTPS,1 7/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 7/16 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BR'],['LSE107HR'],['S01'],['LSE107BRHHTPS'],['013992025364'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992088178']
LSE107BXHSATL,1 7/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 7/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BX'],['LS1HXTL'],['S01'],,,"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.4 in', '86 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE107BRHSATL,1 7/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 7/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BR'],['LS1HRTL'],['S01'],,,"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.4 in', '86 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSE107BXHSFS,1 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 7/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BX'],['LSE107HX'],['S01'],['LSE107BXH'],['013992025371'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE107BRHSFS,1 7/16 in,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 7/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE107BR'],['LSE107HR'],['S01'],['LSE107BRH'],['013992025364'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSE108BXHS,1 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 1/2 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BX'],['LSE108HX'],['S01'],['LSE108BXH'],['013992025418'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE108BRHS,1 1/2 in,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 1/2 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BR'],['LSE108HR'],['S01'],['LSE108BRH'],['013992025401'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSE108BXHSKPS,1 1/2 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 1/2 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BX'],['LSE108HX'],['S01'],['LSE108BXHKPS'],['013992025418'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992089571']
LSE108BRHSKPS,1 1/2 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 1/2 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BR'],['LSE108HR'],['S01'],['LSE108BRHKPS'],['013992025401'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992089120']
LSE108BXHSRSS,1 1/2 in,Viton Single Lip ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 1/2 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BX'],['LSE108HX'],['S01'],['LSE108BXHRSS'],['013992025418'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992089625']
LSE108BRHSRSS,1 1/2 in,Viton Single Lip ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 1/2 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BR'],['LSE108HR'],['S01'],['LSE108BRHRSS'],['013992025401'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992089175']
LSE108BXHSHTPS,1 1/2 in,High Temperature Packing ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 1/2 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BX'],['LSE108HX'],['S01'],['LSE108BXHHTPS'],['013992025418'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992089526']
LSE108BRHSHTPS,1 1/2 in,High Temperature Packing ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 1/2 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BR'],['LSE108HR'],['S01'],['LSE108BRHHTPS'],['013992025401'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",['013992089076']
LSE108BXHSATL,1 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 1/2 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BX'],['LS1HXTL'],['S01'],,,"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.4 in', '86 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE108BRHSATL,1 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 1/2 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BR'],['LS1HRTL'],['S01'],,,"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.4 in', '86 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
LSE108BXHSFS,1 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,['1 1/2 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BX'],['LSE108HX'],['S01'],['LSE108BXH'],['013992025418'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE108BRHSFS,1 1/2 in,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,['1 1/2 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M12'],['LSE108BR'],['LSE108HR'],['S01'],['LSE108BRH'],['013992025401'],"['2.362 in', '60 mm']","['0.9 in', '22 mm']","['5.4 in', '138 mm']","['7.1 in', '180 mm']","['9 in', '228 mm']","['2.4 in', '60 mm']","['3.3 in', '84 mm']","['14613 lbf', '65000 N']","['15287 lbf', '68000 N']",['5400 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['719.38 lbf', '3200 N']",
