Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAAPF26A415S,22226 ,4 15/16 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['4 15/16 in'],['Imperial'],"['QAAPF26A415SB', 'QAAPF26A415SBNP', 'QAAPF26A415SC', 'QAAPF26A415SEB', 'QAAPF26A415SEC', 'QAAPF26A415SEM', 'QAAPF26A415SEN', 'QAAPF26A415SEO', 'QAAPF26A415SET', 'QAAPF26A415SM', 'QAAPF26A415SN', 'QAAPF26A415SO', 'QAAPF26A415ST', 'QAAPF26A415STHT']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450028004', '0883450028011', '0883450028035', '0883450028042', '0883450028059', '0883450028066', '0883450028073', '0883450028080', '0883450189606', '0883450189736', '0883450266949', '0883450267083', '0883450961172', '0883450963718']","['5.5 in', '139.7 mm']","['11.01 in', '279.7 mm']","['6.89 in', '175 mm']","['13 in', '330.2 mm']","['15.88 in', '403.4 mm']","['2.75 in', '69.9 mm']","['17.5 in', '444.5 mm']","['5.04 in', '128 mm']","['1.54 in', '39.1 mm']","['0.875 in', '24 mm']","['6.24 in', '158.5 mm']","['3.72 in', '94.5 mm']","['1.45 in', '36.8 mm']","['7.44 in', '189 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
QAAPX26A415S,22226 ,4 15/16 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['4 15/16 in'],['Imperial'],"['QAAPX26A415SB', 'QAAPX26A415SC', 'QAAPX26A415SEB', 'QAAPX26A415SEC', 'QAAPX26A415SEM', 'QAAPX26A415SEN', 'QAAPX26A415SEO', 'QAAPX26A415SET', 'QAAPX26A415SM', 'QAAPX26A415SN', 'QAAPX26A415SO', 'QAAPX26A415ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450032902', '0883450032919', '0883450032933', '0883450032940', '0883450032957', '0883450032964', '0883450032971', '0883450032988', '0883450190398', '0883450190619', '0883450267755', '0883450267977']","['6.13 in', '155.7 mm']","['11.15 in', '283.2 mm']","['6.88 in', '174.8 mm']","['15.25 in', '387.4 mm']","['16.75 in', '425.5 mm']","['4-1/4 in', '108 mm']","['20.25 in', '514.4 mm']","['6.75 in', '171.5 mm']","['2 in', '50.8 mm']","['1.125 in', '24 mm']","['7.1 in', '180.3 mm']","['3.72 in', '94.5 mm']","['1.47 in', '37.3 mm']","['7.44 in', '189 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
QAAPR26A415S,22226 ,4 15/16 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['4 15/16 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['5.5 in', '139.7 mm']","['11.01 in', '279.7 mm']","['6.88 in', '174.6 mm']","['13 in', '330.2 mm']","['15.88 in', '403.4 mm']","['2.88 in', '73.2 mm']","['17.5 in', '444.5 mm']","['5.04 in', '128 mm']","['1.54 in', '39.1 mm']","['0.875 in', '24 mm']","['6.24 in', '158.5 mm']","['3.72 in', '94.5 mm']","['1.45 in', '36.8 mm']","['7.44 in', '189 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0053'],['0.0067'],"['0.0053 in', '0.135 mm']","['0.0067 in', '0.170 mm']"
QAAPF26A500S,22226 ,5 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['5 in'],['Imperial'],"['QAAPF26A500SB', 'QAAPF26A500SC', 'QAAPF26A500SEB', 'QAAPF26A500SEC', 'QAAPF26A500SEM', 'QAAPF26A500SEN', 'QAAPF26A500SEO', 'QAAPF26A500SET', 'QAAPF26A500SM', 'QAAPF26A500SN', 'QAAPF26A500SO', 'QAAPF26A500ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450004343', '0883450004411', '0883450266956', '0883450267090', '0883450272988', '0883450272995', '0883450273008', '0883450273015', '0883450273022', '0883450273039', '0883450273046', '0883450273053']","['5.5 in', '139.7 mm']","['11.01 in', '279.7 mm']","['6.89 in', '175 mm']","['13 in', '330.2 mm']","['15.88 in', '403.4 mm']","['2.75 in', '69.9 mm']","['17.5 in', '444.5 mm']","['5.04 in', '128 mm']","['1.54 in', '39.1 mm']","['0.875 in', '24 mm']","['6.24 in', '158.5 mm']","['3.72 in', '94.5 mm']","['1.45 in', '36.8 mm']","['7.44 in', '189 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
QAAPX26A500S,22226 ,5 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['5 in'],['Imperial'],"['QAAPX26A500SB', 'QAAPX26A500SC', 'QAAPX26A500SEB', 'QAAPX26A500SEC', 'QAAPX26A500SEM', 'QAAPX26A500SEN', 'QAAPX26A500SEO', 'QAAPX26A500SET', 'QAAPX26A500SM', 'QAAPX26A500SN', 'QAAPX26A500SO', 'QAAPX26A500ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450304429', '0883450304436', '0883450304443', '0883450304450', '0883450304467', '0883450304474', '0883450304481', '0883450304498', '0883450304504', '0883450304511', '0883450304528', '0883450304535']","['6.13 in', '155.7 mm']","['11.15 in', '283.2 mm']","['6.88 in', '174.8 mm']","['15.25 in', '387.4 mm']","['16.75 in', '425.5 mm']","['4-1/4 in', '108 mm']","['20.25 in', '514.4 mm']","['6.75 in', '171.5 mm']","['2 in', '50.8 mm']","['1.125 in', '24 mm']","['7.1 in', '180.3 mm']","['3.72 in', '94.5 mm']","['1.47 in', '37.3 mm']","['7.44 in', '189 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0037'],['0.0057'],"['0.0037 in', '0.095 mm']","['0.0057 in', '0.145 mm']"
QAAPR26A500S,22226 ,5 in,5.5 in / 139.7 mm,13 in / 330.2 mm,15.88 in / 403.4 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,['Mounted Bearing'],['22226'],['5 in'],['Imperial'],,['Double Concentric'],['Four-Bolt Pillow Block'],,"['5.5 in', '139.7 mm']","['11.01 in', '279.7 mm']","['6.88 in', '174.6 mm']","['13 in', '330.2 mm']","['15.88 in', '403.4 mm']","['2.88 in', '73.2 mm']","['17.5 in', '444.5 mm']","['5.04 in', '128 mm']","['1.54 in', '39.1 mm']","['0.875 in', '24 mm']","['6.24 in', '158.5 mm']","['3.72 in', '94.5 mm']","['1.45 in', '36.8 mm']","['7.44 in', '189 mm']","['212000 lbf', '945000 N']","['170000 lbf', '757000 N']",['0.26'],['2.62'],['3.9'],['700 rpm'],['1500 rpm'],['400 rpm'],['700 rpm'],['1000 rpm'],['400 rpm'],"['0.083 in', '2.108 mm']","['0.0050 in', '0.127 mm']",['0.0053'],['0.0067'],"['0.0053 in', '0.135 mm']","['0.0067 in', '0.170 mm']"
QAAPF13A060S,22213 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAAPF13A060SB', 'QAAPF13A060SC', 'QAAPF13A060SEB', 'QAAPF13A060SEC', 'QAAPF13A060SEM', 'QAAPF13A060SEN', 'QAAPF13A060SEO', 'QAAPF13A060SET', 'QAAPF13A060SM', 'QAAPF13A060SN', 'QAAPF13A060SO', 'QAAPF13A060ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450319737', '0883450319744', '0883450319751', '0883450319768', '0883450319775', '0883450319782', '0883450319799', '0883450319805', '0883450319812', '0883450319829', '0883450319836', '0883450319843']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['6.88 in', '174.8 mm']","['7.63 in', '193.8 mm']","['1.75 in', '44.5 mm']","['9.25 in', '235 mm']","['3 in', '76.2 mm']","['0.98 in', '24.9 mm']","['0.625 in', '16 mm']","['3.65 in', '92.7 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPR13A060S,22213 ,60 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAAPR13A060SB', 'QAAPR13A060SC', 'QAAPR13A060SEB', 'QAAPR13A060SEC', 'QAAPR13A060SEM', 'QAAPR13A060SEN', 'QAAPR13A060SEO', 'QAAPR13A060SET', 'QAAPR13A060SM', 'QAAPR13A060SN', 'QAAPR13A060SO', 'QAAPR13A060ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450321532', '0883450321549', '0883450321556', '0883450321563', '0883450321570', '0883450321587', '0883450321594', '0883450321600', '0883450321617', '0883450321624', '0883450321631', '0883450321648']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['7.13 in', '181.1 mm']","['8.75 in', '222.3 mm']","['1.88 in', '47.8 mm']","['10.25 in', '260.4 mm']","['3.25 in', '82.6 mm']","['0.98 in', '24.9 mm']","['0.625 in', '16 mm']","['3.77 in', '95.8 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPX13A060S,22213 ,60 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAAPX13A060SB', 'QAAPX13A060SC', 'QAAPX13A060SEB', 'QAAPX13A060SEC', 'QAAPX13A060SEM', 'QAAPX13A060SEN', 'QAAPX13A060SEO', 'QAAPX13A060SET', 'QAAPX13A060SM', 'QAAPX13A060SN', 'QAAPX13A060SO', 'QAAPX13A060ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450304061', '0883450304078', '0883450304085', '0883450304092', '0883450304108', '0883450304115', '0883450304122', '0883450304139', '0883450304146', '0883450304153', '0883450304160', '0883450304177']","['3 in', '76.2 mm']","['6.05 in', '153.7 mm']","['3.81 in', '96.8 mm']","['6.94 in', '176.3 mm']","['9.56 in', '242.8 mm']","['2.63 in', '66.8 mm']","['11.25 in', '285.8 mm']","['3.88 in', '98.6 mm']","['1.22 in', '31 mm']","['0.625 in', '16 mm']","['4.09 in', '103.9 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPF13A065S,22213 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAAPF13A065SB', 'QAAPF13A065SC', 'QAAPF13A065SEB', 'QAAPF13A065SEC', 'QAAPF13A065SEM', 'QAAPF13A065SEN', 'QAAPF13A065SEO', 'QAAPF13A065SET', 'QAAPF13A065SM', 'QAAPF13A065SN', 'QAAPF13A065SO', 'QAAPF13A065ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450026802', '0883450026819', '0883450026833', '0883450026840', '0883450026857', '0883450026864', '0883450026871', '0883450026888', '0883450189507', '0883450189637', '0883450266840', '0883450266987']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['6.88 in', '174.8 mm']","['7.63 in', '193.8 mm']","['1.75 in', '44.5 mm']","['9.25 in', '235 mm']","['3 in', '76.2 mm']","['0.98 in', '24.9 mm']","['0.625 in', '16 mm']","['3.65 in', '92.7 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPR13A065S,22213 ,65 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAAPR13A065SB', 'QAAPR13A065SC', 'QAAPR13A065SEB', 'QAAPR13A065SEC', 'QAAPR13A065SEM', 'QAAPR13A065SEN', 'QAAPR13A065SEO', 'QAAPR13A065SET', 'QAAPR13A065SM', 'QAAPR13A065SN', 'QAAPR13A065SO', 'QAAPR13A065ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450029704', '0883450029711', '0883450029735', '0883450029742', '0883450029759', '0883450029766', '0883450029773', '0883450029780', '0883450189989', '0883450190091', '0883450267342', '0883450267458']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['7.13 in', '181.1 mm']","['8.75 in', '222.3 mm']","['1.88 in', '47.8 mm']","['10.25 in', '260.4 mm']","['3.25 in', '82.6 mm']","['0.98 in', '24.9 mm']","['0.625 in', '16 mm']","['3.77 in', '95.8 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPX13A065S,22213 ,65 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAAPX13A065SB', 'QAAPX13A065SC', 'QAAPX13A065SEB', 'QAAPX13A065SEC', 'QAAPX13A065SEM', 'QAAPX13A065SEN', 'QAAPX13A065SEO', 'QAAPX13A065SET', 'QAAPX13A065SM', 'QAAPX13A065SN', 'QAAPX13A065SO', 'QAAPX13A065ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450005449', '0883450005517', '0883450005548', '0883450005616', '0883450005647', '0883450005715', '0883450005746', '0883450005814', '0883450005845', '0883450005913', '0883450267564', '0883450267786']","['3 in', '76.2 mm']","['6.05 in', '153.7 mm']","['3.81 in', '96.8 mm']","['6.94 in', '176.3 mm']","['9.56 in', '242.8 mm']","['2.63 in', '66.8 mm']","['11.25 in', '285.8 mm']","['3.88 in', '98.6 mm']","['1.22 in', '31 mm']","['0.625 in', '16 mm']","['4.09 in', '103.9 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPF15A070S,22215 ,70 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAAPF15A070SB', 'QAAPF15A070SC', 'QAAPF15A070SEB', 'QAAPF15A070SEC', 'QAAPF15A070SEM', 'QAAPF15A070SEN', 'QAAPF15A070SEO', 'QAAPF15A070SET', 'QAAPF15A070SM', 'QAAPF15A070SN', 'QAAPF15A070SO', 'QAAPF15A070ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450319850', '0883450319867', '0883450319874', '0883450319881', '0883450319898', '0883450319904', '0883450319911', '0883450319928', '0883450319935', '0883450319942', '0883450319959', '0883450319966']","['3.25 in', '82.6 mm']","['6.6 in', '167.6 mm']","['4.29 in', '109 mm']","['7.6 in', '193 mm']","['9.1 in', '231.1 mm']","['1.88 in', '47.8 mm']","['10.44 in', '265.2 mm']","['3.13 in', '79.5 mm']","['1.29 in', '32.8 mm']","['0.625 in', '16 mm']","['3.94 in', '100.1 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPR15A070S,22215 ,70 mm,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAAPR15A070SB', 'QAAPR15A070SC', 'QAAPR15A070SEB', 'QAAPR15A070SEC', 'QAAPR15A070SEM', 'QAAPR15A070SEN', 'QAAPR15A070SEO', 'QAAPR15A070SET', 'QAAPR15A070SM', 'QAAPR15A070SN', 'QAAPR15A070SO', 'QAAPR15A070ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450321655', '0883450321662', '0883450321679', '0883450321686', '0883450321693', '0883450321709', '0883450321716', '0883450321723', '0883450321730', '0883450321747', '0883450321754', '0883450321761']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['8 in', '203.2 mm']","['9.6 in', '243.8 mm']","['2.13 in', '54.1 mm']","['10.83 in', '275.1 mm']","['3.38 in', '85.9 mm']","['1.16 in', '29.5 mm']","['0.625 in', '16 mm']","['4.02 in', '102.1 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPX15A070S,22215 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAAPX15A070SB', 'QAAPX15A070SC', 'QAAPX15A070SEB', 'QAAPX15A070SEC', 'QAAPX15A070SEM', 'QAAPX15A070SEN', 'QAAPX15A070SEO', 'QAAPX15A070SET', 'QAAPX15A070SM', 'QAAPX15A070SN', 'QAAPX15A070SO', 'QAAPX15A070ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450007245', '0883450007313', '0883450007344', '0883450007412', '0883450007443', '0883450007511', '0883450007542', '0883450007610', '0883450007641', '0883450007719', '0883450267595', '0883450267816']","['3.5 in', '88.9 mm']","['6.83 in', '173.5 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['2.75 in', '69.9 mm']","['13 in', '330.2 mm']","['4.25 in', '108 mm']","['1.54 in', '39.1 mm']","['0.75 in', '20 mm']","['4.5 in', '114.3 mm']","['2.37 in', '60.2 mm']","['0.84 in', '21.3 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPF15A075S,22215 ,75 mm,3.25 in / 82.6 mm,7.6 in / 193 mm,9.1 in / 231.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAAPF15A075SB', 'QAAPF15A075SC', 'QAAPF15A075SEB', 'QAAPF15A075SEC', 'QAAPF15A075SEM', 'QAAPF15A075SEN', 'QAAPF15A075SEO', 'QAAPF15A075SET', 'QAAPF15A075SM', 'QAAPF15A075SN', 'QAAPF15A075SO', 'QAAPF15A075ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450027106', '0883450027113', '0883450027137', '0883450027144', '0883450027151', '0883450027168', '0883450027175', '0883450027182', '0883450189538', '0883450189668', '0883450266871', '0883450267014']","['3.25 in', '82.6 mm']","['6.6 in', '167.6 mm']","['4.29 in', '109 mm']","['7.6 in', '193 mm']","['9.1 in', '231.1 mm']","['1.88 in', '47.8 mm']","['10.44 in', '265.2 mm']","['3.13 in', '79.5 mm']","['1.29 in', '32.8 mm']","['0.625 in', '16 mm']","['3.94 in', '100.1 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPR15A075S,22215 ,75 mm,3.13 in / 79.5 mm,8 in / 203.2 mm,9.6 in / 243.8 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAAPR15A075SB', 'QAAPR15A075SC', 'QAAPR15A075SEB', 'QAAPR15A075SEC', 'QAAPR15A075SEM', 'QAAPR15A075SEN', 'QAAPR15A075SEO', 'QAAPR15A075SET', 'QAAPR15A075SM', 'QAAPR15A075SN', 'QAAPR15A075SO', 'QAAPR15A075ST']",['Double Concentric'],['Four-Bolt Pillow Block'],"['0883450030007', '0883450030014', '0883450030038', '0883450030045', '0883450030052', '0883450030069', '0883450030076', '0883450030083', '0883450190015', '0883450190121', '0883450267373', '0883450267489']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['8 in', '203.2 mm']","['9.6 in', '243.8 mm']","['2.13 in', '54.1 mm']","['10.83 in', '275.1 mm']","['3.38 in', '85.9 mm']","['1.16 in', '29.5 mm']","['0.625 in', '16 mm']","['4.02 in', '102.1 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
