Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAAPXT13A060S,22213 ,60 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAAPXT13A060SB', 'QAAPXT13A060SC', 'QAAPXT13A060SEB', 'QAAPXT13A060SEC', 'QAAPXT13A060SEM', 'QAAPXT13A060SEN', 'QAAPXT13A060SEO', 'QAAPXT13A060SET', 'QAAPXT13A060SM', 'QAAPXT13A060SN', 'QAAPXT13A060SO', 'QAAPXT13A060ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450951289', '0883450951296', '0883450951302', '0883450951319', '0883450951326', '0883450951333', '0883450951340', '0883450951357', '0883450951364', '0883450951371', '0883450951388', '0883450951395']","['3 in', '76.2 mm']","['6.05 in', '153.7 mm']","['3.81 in', '96.8 mm']","['7.66 in', '194.6 mm']","['8.78 in', '223 mm']","['11.25 in', '285.8 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAASN13A060S,22213 ,60 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],"['QAASN13A060SB', 'QAASN13A060SC', 'QAASN13A060SEB', 'QAASN13A060SEC', 'QAASN13A060SEM', 'QAASN13A060SEN', 'QAASN13A060SEO', 'QAASN13A060SET', 'QAASN13A060SM', 'QAASN13A060SN', 'QAASN13A060SO', 'QAASN13A060ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450349116', '0883450349123', '0883450349130', '0883450349147', '0883450349154', '0883450349161', '0883450349178', '0883450349185', '0883450349192', '0883450349208', '0883450349215', '0883450349222']","['3.15 in', '80 mm']","['6.18 in', '157 mm']","['3.81 in', '96.8 mm']","['7.72 in', '196 mm']","['9.25 in', '235 mm']","['10.83 in', '275 mm']","['2.91 in', '74 mm']","['1.38 in', '35 mm']","['0.625 in', '16 mm']","['3.62 in', '92 mm']","['2.15 in', '54.6 mm']","['0.71 in', '18 mm']","['4.33 in', '110 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPMD13A060S,22213 ,60 mm,3 in / 76.2 mm,7.5 in / 190.5 mm,8.5 in / 215.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['60 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3 in', '76.2 mm']","['6 in', '152.4 mm']","['3.81 in', '96.8 mm']","['7.5 in', '190.5 mm']","['8.5 in', '215.9 mm']","['10.75 in', '273.1 mm']","['2.9 in', '73.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAP13A065S,22213 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAAP13A065SB', 'QAAP13A065SC', 'QAAP13A065SEB', 'QAAP13A065SEC', 'QAAP13A065SEM', 'QAAP13A065SEN', 'QAAP13A065SEO', 'QAAP13A065SET', 'QAAP13A065SM', 'QAAP13A065SN', 'QAAP13A065SO', 'QAAP13A065ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450025706', '0883450025713', '0883450025737', '0883450025744', '0883450025751', '0883450025768', '0883450025775', '0883450025782', '0883450188210', '0883450188371', '0883450265713', '0883450265874']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['6.88 in', '174.8 mm']","['8.63 in', '219.2 mm']","['10.25 in', '260.4 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPL13A065S,22213 ,65 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAAPL13A065SB', 'QAAPL13A065SC', 'QAAPL13A065SEB', 'QAAPL13A065SEC', 'QAAPL13A065SEM', 'QAAPL13A065SEN', 'QAAPL13A065SEO', 'QAAPL13A065SET', 'QAAPL13A065SM', 'QAAPL13A065SN', 'QAAPL13A065SO', 'QAAPL13A065ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450028608', '0883450028615', '0883450028639', '0883450028646', '0883450028653', '0883450028660', '0883450028677', '0883450028684', '0883450188852', '0883450189019', '0883450266352', '0883450266512']","['2.75 in', '69.9 mm']","['5.8 in', '147.3 mm']","['3.81 in', '96.8 mm']","['6.81 in', '173 mm']","['7.44 in', '189 mm']","['9.25 in', '235 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPXT13A065S,22213 ,65 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAAPXT13A065SB', 'QAAPXT13A065SC', 'QAAPXT13A065SEB', 'QAAPXT13A065SEC', 'QAAPXT13A065SEM', 'QAAPXT13A065SEN', 'QAAPXT13A065SEO', 'QAAPXT13A065SET', 'QAAPXT13A065SM', 'QAAPXT13A065SN', 'QAAPXT13A065SO', 'QAAPXT13A065ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450951401', '0883450951418', '0883450951425', '0883450951432', '0883450951449', '0883450951456', '0883450951463', '0883450951470', '0883450951487', '0883450951494', '0883450951500', '0883450951517']","['3 in', '76.2 mm']","['6.05 in', '153.7 mm']","['3.81 in', '96.8 mm']","['7.66 in', '194.6 mm']","['8.78 in', '223 mm']","['11.25 in', '285.8 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAASN13A065S,22213 ,65 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],"['QAASN13A065SB', 'QAASN13A065SC', 'QAASN13A065SEB', 'QAASN13A065SEC', 'QAASN13A065SEM', 'QAASN13A065SEN', 'QAASN13A065SEO', 'QAASN13A065SET', 'QAASN13A065SM', 'QAASN13A065SN', 'QAASN13A065SO', 'QAASN13A065ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450349239', '0883450349246', '0883450349253', '0883450349260', '0883450349277', '0883450349284', '0883450349291', '0883450349307', '0883450349314', '0883450349321', '0883450349338', '0883450349345']","['3.15 in', '80 mm']","['6.18 in', '157 mm']","['3.81 in', '96.8 mm']","['7.72 in', '196 mm']","['9.25 in', '235 mm']","['10.83 in', '275 mm']","['2.91 in', '74 mm']","['1.38 in', '35 mm']","['0.625 in', '16 mm']","['3.62 in', '92 mm']","['2.15 in', '54.6 mm']","['0.71 in', '18 mm']","['4.33 in', '110 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAPMD13A065S,22213 ,65 mm,3 in / 76.2 mm,7.5 in / 190.5 mm,8.5 in / 215.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['65 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3 in', '76.2 mm']","['6 in', '152.4 mm']","['3.81 in', '96.8 mm']","['7.5 in', '190.5 mm']","['8.5 in', '215.9 mm']","['10.75 in', '273.1 mm']","['2.9 in', '73.7 mm']","['1.5 in', '38.1 mm']","['0.75 in', '20 mm']","['3.6 in', '91.4 mm']","['2.15 in', '54.6 mm']","['0.7 in', '17.8 mm']","['4.3 in', '109.2 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.083 in', '2.108 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']"
QAAP15A070S,22215 ,70 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAAP15A070SB', 'QAAP15A070SC', 'QAAP15A070SEB', 'QAAP15A070SEC', 'QAAP15A070SEM', 'QAAP15A070SEN', 'QAAP15A070SEO', 'QAAP15A070SET', 'QAAP15A070SM', 'QAAP15A070SN', 'QAAP15A070SO', 'QAAP15A070ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450319010', '0883450319027', '0883450319034', '0883450319041', '0883450319058', '0883450319065', '0883450319072', '0883450319089', '0883450319096', '0883450319102', '0883450319119', '0883450319126']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPL15A070S,22215 ,70 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAAPL15A070SB', 'QAAPL15A070SC', 'QAAPL15A070SEB', 'QAAPL15A070SEC', 'QAAPL15A070SEM', 'QAAPL15A070SEN', 'QAAPL15A070SEO', 'QAAPL15A070SET', 'QAAPL15A070SM', 'QAAPL15A070SN', 'QAAPL15A070SO', 'QAAPL15A070ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450320818', '0883450320825', '0883450320832', '0883450320849', '0883450320856', '0883450320863', '0883450320870', '0883450320887', '0883450320894', '0883450320900', '0883450320917', '0883450320924']","['3.25 in', '82.6 mm']","['6.59 in', '167.4 mm']","['4.29 in', '109 mm']","['7.7 in', '195.6 mm']","['8.4 in', '213.4 mm']","['10.44 in', '265.2 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPXT15A070S,22215 ,70 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAAPXT15A070SB', 'QAAPXT15A070SC', 'QAAPXT15A070SEB', 'QAAPXT15A070SEC', 'QAAPXT15A070SEM', 'QAAPXT15A070SEN', 'QAAPXT15A070SEO', 'QAAPXT15A070SET', 'QAAPXT15A070SM', 'QAAPXT15A070SN', 'QAAPXT15A070SO', 'QAAPXT15A070ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450951760', '0883450951777', '0883450951784', '0883450951791', '0883450951807', '0883450951814', '0883450951821', '0883450951838', '0883450951845', '0883450951852', '0883450951869', '0883450951876']","['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.98 in', '75.7 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAASN15A070S,22215 ,70 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],"['QAASN15A070SB', 'QAASN15A070SC', 'QAASN15A070SEB', 'QAASN15A070SEC', 'QAASN15A070SEM', 'QAASN15A070SEN', 'QAASN15A070SEO', 'QAASN15A070SET', 'QAASN15A070SM', 'QAASN15A070SN', 'QAASN15A070SO', 'QAASN15A070ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450349598', '0883450349604', '0883450349611', '0883450349628', '0883450349635', '0883450349642', '0883450349659', '0883450349666', '0883450349673', '0883450349680', '0883450349697', '0883450349703']","['3.74 in', '95 mm']","['7.2 in', '183 mm']","['4.29 in', '109 mm']","['9.49 in', '241 mm']","['10.98 in', '279 mm']","['12.44 in', '316 mm']","['2.99 in', '76 mm']","['1.34 in', '34 mm']","['0.75 in', '20 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22 mm']","['4.72 in', '120 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPMD15A070S,22215 ,70 mm,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['70 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3.5 in', '88.9 mm']","['6-3/4 in', '171.5 mm']","['4.29 in', '109 mm']","['8.5 in', '215.9 mm']","['9.5 in', '241.3 mm']","['11-3/4 in', '298.5 mm']","['3 in', '76.2 mm']","['1.5 in', '38.1 mm']","['0.875 in', '24 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAP15A075S,22215 ,75 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAAP15A075SB', 'QAAP15A075SC', 'QAAP15A075SEB', 'QAAP15A075SEC', 'QAAP15A075SEM', 'QAAP15A075SEN', 'QAAP15A075SEO', 'QAAP15A075SET', 'QAAP15A075SM', 'QAAP15A075SN', 'QAAP15A075SO', 'QAAP15A075ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026000', '0883450026017', '0883450026031', '0883450026048', '0883450026055', '0883450026062', '0883450026079', '0883450026086', '0883450188241', '0883450188401', '0883450265744', '0883450265904']","['3.13 in', '79.5 mm']","['6.47 in', '164.3 mm']","['4.29 in', '109 mm']","['7.88 in', '200.2 mm']","['9.63 in', '244.6 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPL15A075S,22215 ,75 mm,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAAPL15A075SB', 'QAAPL15A075SC', 'QAAPL15A075SEB', 'QAAPL15A075SEC', 'QAAPL15A075SEM', 'QAAPL15A075SEN', 'QAAPL15A075SEO', 'QAAPL15A075SET', 'QAAPL15A075SM', 'QAAPL15A075SN', 'QAAPL15A075SO', 'QAAPL15A075ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450028905', '0883450028912', '0883450028936', '0883450028943', '0883450028950', '0883450028967', '0883450028974', '0883450028981', '0883450188883', '0883450189040', '0883450266383', '0883450266543']","['3.25 in', '82.6 mm']","['6.59 in', '167.4 mm']","['4.29 in', '109 mm']","['7.7 in', '195.6 mm']","['8.4 in', '213.4 mm']","['10.44 in', '265.2 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPXT15A075S,22215 ,75 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAAPXT15A075SB', 'QAAPXT15A075SC', 'QAAPXT15A075SEB', 'QAAPXT15A075SEC', 'QAAPXT15A075SEM', 'QAAPXT15A075SEN', 'QAAPXT15A075SEO', 'QAAPXT15A075SET', 'QAAPXT15A075SM', 'QAAPXT15A075SN', 'QAAPXT15A075SO', 'QAAPXT15A075ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450951883', '0883450951890', '0883450951906', '0883450951913', '0883450951920', '0883450951937', '0883450951944', '0883450951951', '0883450951968', '0883450951975', '0883450951982', '0883450951999']","['3.5 in', '88.9 mm']","['6.84 in', '173.7 mm']","['4.29 in', '109 mm']","['9.06 in', '230.1 mm']","['10.44 in', '265.2 mm']","['13 in', '330.2 mm']","['2.98 in', '75.7 mm']","['1.38 in', '35.1 mm']","['0.875 in', '24 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.88 in', '22.4 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAASN15A075S,22215 ,75 mm,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],"['QAASN15A075SB', 'QAASN15A075SC', 'QAASN15A075SEB', 'QAASN15A075SEC', 'QAASN15A075SEM', 'QAASN15A075SEN', 'QAASN15A075SEO', 'QAASN15A075SET', 'QAASN15A075SM', 'QAASN15A075SN', 'QAASN15A075SO', 'QAASN15A075ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450349710', '0883450349727', '0883450349734', '0883450349741', '0883450349758', '0883450349765', '0883450349772', '0883450349789', '0883450349796', '0883450349802', '0883450349819', '0883450349826']","['3.74 in', '95 mm']","['7.2 in', '183 mm']","['4.29 in', '109 mm']","['9.49 in', '241 mm']","['10.98 in', '279 mm']","['12.44 in', '316 mm']","['2.99 in', '76 mm']","['1.34 in', '34 mm']","['0.75 in', '20 mm']","['3.86 in', '98 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22 mm']","['4.72 in', '120 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
QAAPMD15A075S,22215 ,75 mm,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,['Mounted Bearing'],['22215'],['75 mm'],['Metric'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['3.5 in', '88.9 mm']","['6-3/4 in', '171.5 mm']","['4.29 in', '109 mm']","['8.5 in', '215.9 mm']","['9.5 in', '241.3 mm']","['11-3/4 in', '298.5 mm']","['3 in', '76.2 mm']","['1.5 in', '38.1 mm']","['0.875 in', '24 mm']","['3.87 in', '98.3 mm']","['2.37 in', '60.2 mm']","['0.87 in', '22.1 mm']","['4.74 in', '120.4 mm']","['54100 lbf', '240000 N']","['49900 lbf', '222000 N']",['0.22'],['3.14'],['4.67'],['1600 rpm'],['2900 rpm'],['1300 rpm'],['1600 rpm'],['2400 rpm'],['1300 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0020'],['0.0031'],"['0.0020 in', '0.050 mm']","['0.0031 in', '0.080 mm']"
