Part Number,Shaft Size d,Total Width,Static Load Rating,Dynamic Load Rating,Seal Type,Housing Construction,CAD,Series,Shaft Size d,Bearing Type,Bearing Number,Seal Type,Housing Construction,Alternate Part Name,Base to Center Height H,Total Length L,Total Width A,Bolt Hole Spacing J,Bolt Hole Width N,Bolt Hole Length N1,Foot Height H1,Total Height H2,Dimension d1,Dimension B1,Dimension S1,Dimension T,Static Load Rating,Dynamic Load Rating,Dimension A1
RAS 7/8,7/8 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,7/8 in,Ball Bearing,G1014KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 7/8,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
TAS 7/8,7/8 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,7/8 in,Ball Bearing,G1014KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS 7/8,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RSA 7/8,7/8 in,54 mm / 2.126 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,7/8 in,Ball Bearing,G1014KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA 7/8,50.8 mm/2 in,177.80 mm/7.000 in,54 mm/2.126 in,139.7 mm/5.5 in,14.3 mm/0.563 in,19 mm/0.748 in,15.9 mm,85.7 mm/3.374 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,27 mm/1.063 in,7800 N/1750 lbf,15500 N/3490 lbf,
PBS 7/8,7/8 in,25.4 mm / 1 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,7/8 in,Ball Bearing,RA014RRB,Shroud Seal,Two-Bolt Pillow Block,PBS 7/8,36.5 mm/1.438 in,133.4 mm/5-1/4 in,25.4 mm/1 in,95.2 mm/3.75 in,11.1 mm/0.438 in,20.6 mm/0.813 in,3.4 mm/0.134 in,72.2 mm/2.844 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,,7800 N/1750 lbf,15500 N/3490 lbf,2.11 mm/0.083 in
PB 7/8,7/8 in,28.6 mm / 1.125 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,7/8 in,Ball Bearing,RA014RRB,Shroud Seal,Two-Bolt Pillow Block,PB 7/8,28.6 mm/1.125 in,114 mm/4.5 in,28.6 mm/1.125 in,,10.3 mm/0.406 in,,5.28 mm/0.208 in,56.4 mm/2.219 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,14.3 mm/0.563 in,7800 N/1750 lbf,15500 N/3490 lbf,
RPB 7/8,7/8 in,31.8 mm / 1.25 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,7/8 in,Ball Bearing,RA014RRB,Shroud Seal,Two-Bolt Pillow Block,RPB 7/8,33.3 mm/1.313 in,123.8 mm/4.875 in,31.8 mm/1.25 in,,10.3 mm/0.406 in,,3.68 mm/0.145 in,66.7 mm/2.625 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,19 mm/0.75 in,7800 N/1750 lbf,15500 N/3490 lbf,
VAK 15/16,15/16 in,35.7 mm / 1.406 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,15/16 in,Ball Bearing,GRA015RRB,Molded Shroud,Two-Bolt Pillow Block,VAK 15/16,33.34 mm/1.313 in,139.7 mm/5.5 in,35.7 mm/1.406 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,68.3 mm/2.689 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,17.9 mm/0.705 in,7800 N/1750 lbf,15500 N/3490 lbf,
VAS 15/16,15/16 in,35.7 mm / 1.406 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,15/16 in,Ball Bearing,GRA015RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 15/16,36.51 mm/1.437 in,139.7 mm/5.5 in,35.7 mm/1.406 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,71.4 mm/2.811 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,17.9 mm/0.705 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAK 15/16,15/16 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 15/16,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
TAK 15/16,15/16 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK 15/16,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
LAK 15/16,15/16 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LAK 15/16,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.45 mm/1.7500 in,26.95 mm/1.061 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAS 15/16,15/16 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 15/16,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
TAS 15/16,15/16 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS 15/16,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RSA 15/16,15/16 in,54 mm / 2.126 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA 15/16,50.8 mm/2 in,177.80 mm/7.000 in,54 mm/2.126 in,139.7 mm/5.5 in,14.3 mm/0.563 in,19 mm/0.748 in,15.9 mm,85.7 mm/3.374 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,27 mm/1.063 in,7800 N/1750 lbf,15500 N/3490 lbf,
PBS 15/16,15/16 in,25.4 mm / 1 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,15/16 in,Ball Bearing,RA015RRB,Shroud Seal,Two-Bolt Pillow Block,PBS 15/16,36.5 mm/1.438 in,133.4 mm/5-1/4 in,25.4 mm/1 in,95.2 mm/3.75 in,11.1 mm/0.438 in,20.6 mm/0.813 in,3.4 mm/0.134 in,72.2 mm/2.844 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,,7800 N/1750 lbf,15500 N/3490 lbf,2.11 mm/0.083 in
PB 15/16,15/16 in,28.6 mm / 1.125 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,15/16 in,Ball Bearing,RA015RRB,Shroud Seal,Two-Bolt Pillow Block,PB 15/16,28.6 mm/1.125 in,114 mm/4.5 in,28.6 mm/1.125 in,,10.3 mm/0.406 in,,5.28 mm/0.208 in,56.4 mm/2.219 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,14.3 mm/0.563 in,7800 N/1750 lbf,15500 N/3490 lbf,
RPB 15/16,15/16 in,31.8 mm / 1.25 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,15/16 in,Ball Bearing,RA015RRB,Shroud Seal,Two-Bolt Pillow Block,RPB 15/16,33.3 mm/1.313 in,123.8 mm/4.875 in,31.8 mm/1.25 in,,10.3 mm/0.406 in,,3.68 mm/0.145 in,66.7 mm/2.625 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,19 mm/0.75 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAKH 15/16,15/16 in,50.8 mm / 2 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,15/16 in,Ball Bearing,G1015KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH 15/16,44.45 mm/1.75 in,158.8 mm/6.252 in,50.8 mm/2 in,119.1 mm/4.689 in,14.3 mm/0.563 in,25.4 mm/1 in,15.9 mm/0.626 in,82.6 mm/3.252 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,25.4 mm/1.000 in,7800 N/1750 lbf,15500 N/3490 lbf,
VAK1,1 in,35.7 mm / 1.406 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 in,Ball Bearing,GRA100RRB,Molded Shroud,Two-Bolt Pillow Block,VAK1,33.34 mm/1.313 in,139.7 mm/5.5 in,35.7 mm/1.406 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,68.3 mm/2.689 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,17.9 mm/0.705 in,7800 N/1750 lbf,15500 N/3490 lbf,
VAS1,1 in,35.7 mm / 1.406 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 in,Ball Bearing,GRA100RRB,Molded Shroud,Two-Bolt Pillow Block,VAS1,36.51 mm/1.437 in,139.7 mm/5.5 in,35.7 mm/1.406 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,71.4 mm/2.811 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,17.9 mm/0.705 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAKH1,1 in,50.8 mm / 2 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH1,44.45 mm/1.75 in,158.8 mm/6.252 in,50.8 mm/2 in,119.1 mm/4.689 in,14.3 mm/0.563 in,25.4 mm/1 in,15.9 mm,82.6 mm/3.252 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,25.4 mm/1.000 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAK1,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK1,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
TAK1,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK1,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
LAK1,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LAK1,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.45 mm/1.7500 in,26.95 mm/1.061 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAS1,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS1,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
TAS1,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS1,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
LAS1,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KPPB3,Labyrinth Seal,Two-Bolt Pillow Block,LAS1,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RSA1,1 in,54 mm / 2.126 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA1,50.8 mm/2 in,177.80 mm/7.000 in,54 mm/2.126 in,139.7 mm/5.5 in,14.3 mm/0.563 in,19 mm/0.748 in,15.9 mm,85.7 mm/3.374 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,27 mm/1.063 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAK1 NT,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK1 NT,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAK1 PT,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAK1 PT,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,69.8 mm/2.748 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAS1 NT,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS1 NT,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
RAS1 PT,1 in,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 in,Ball Bearing,G1100KRRB TDCF,Shroud Seal,Two-Bolt Pillow Block,RAS1 PT,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,38.1 mm/1.5 in,44.4 mm/1.748 in,26.9 mm/1.059 in,18.7 mm/0.736 in,7800 N/1750 lbf,15500 N/3490 lbf,
PBS 1,1 in,25.4 mm / 1 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,1 in,Ball Bearing,RA100RRB,Shroud Seal,Two-Bolt Pillow Block,PBS 1,36.5 mm/1.438 in,133.4 mm/5-1/4 in,25.4 mm/1 in,95.2 mm/3.75 in,11.1 mm/0.438 in,20.6 mm/0.813 in,3.4 mm/0.134 in,72.2 mm/2.844 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,,7800 N/1750 lbf,15500 N/3490 lbf,2.11 mm/0.083 in
PB 1,1 in,28.6 mm / 1.125 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,1 in,Ball Bearing,RA100RRB,Shroud Seal,Two-Bolt Pillow Block,PB 1,28.6 mm/1.125 in,114 mm/4.5 in,28.6 mm/1.125 in,,10.3 mm/0.406 in,,5.28 mm/0.208 in,56.4 mm/2.219 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,14.3 mm/0.563 in,7800 N/1750 lbf,15500 N/3490 lbf,
RPB 1,1 in,31.8 mm / 1.25 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,1 in,Ball Bearing,RA100RRB,Shroud Seal,Two-Bolt Pillow Block,RPB 1,33.3 mm/1.313 in,123.8 mm/4.875 in,31.8 mm/1.25 in,,10.3 mm/0.406 in,,3.68 mm/0.145 in,66.7 mm/2.625 in,38.1 mm/1.5 in,31 mm/1.22 in,23.51 mm/0.926 in,19 mm/0.75 in,7800 N/1750 lbf,15500 N/3490 lbf,
TAK1 1/16,1.0625 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1.0625 in,Ball Bearing,G1101KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK1 1/16,36.68 mm/1.444 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.7 mm/3.217 in,44.4 mm/1.748 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
RAS1 1/16,1.0625 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1.0625 in,Ball Bearing,G1101KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS1 1/16,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,84.9 mm/3.343 in,44.1 mm/1.736 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
TAS1 1/16,1.0625 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1.0625 in,Ball Bearing,G1101KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS1 1/16,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,84.9 mm/3.343 in,44.4 mm/1.748 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
VAK1 1/8,1 1/8 in,39.7 mm / 1.563 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 1/8 in,Ball Bearing,GRA102RRB,Molded Shroud,Two-Bolt Pillow Block,VAK1 1/8,39.69 mm/1.563 in,157.2 mm/6.189 in,39.7 mm/1.563 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,80.2 mm/3.157 in,44.1 mm/1.736 in,35.7 mm/1.406 in,26.71 mm/1.052 in,19.9 mm/0.783 in,11300 N/2530 lbf,21600 N/4850 lbf,
VAS1 1/8,1 1/8 in,39.7 mm / 1.563 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,1 1/8 in,Ball Bearing,GRA102RRB,Molded Shroud,Two-Bolt Pillow Block,VAS1 1/8,42.86 mm/1.687 in,157.2 mm/6.189 in,39.7 mm/1.563 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,83.3 mm/3.28 in,44.1 mm/1.736 in,35.7 mm/1.406 in,26.71 mm/1.052 in,19.9 mm/0.783 in,11300 N/2530 lbf,21600 N/4850 lbf,
RAK1 1/8,1 1/8 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/8 in,Ball Bearing,G1102KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK1 1/8,39.68 mm/1.5622 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.7 mm/3.217 in,44.1 mm/1.736 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
TAK1 1/8,1 1/8 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/8 in,Ball Bearing,G1102KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK1 1/8,36.68 mm/1.444 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.7 mm/3.217 in,44.4 mm/1.748 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
LAK1 1/8,1 1/8 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Labyrinth Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/8 in,Ball Bearing,G1102KLLB,Labyrinth Seal,Two-Bolt Pillow Block,LAK1 1/8,36.68 mm/1.444 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.7 mm/3.217 in,44.4 mm/1.748 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
RAS1 1/8,1 1/8 in,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,1 1/8 in,Ball Bearing,G1102KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS1 1/8,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,84.9 mm/3.343 in,44.1 mm/1.736 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
